Item Code,Short Description,Category,Sub Category,Long Description,Image Name,Retail,Under $1000,$1000+,Weight,UPC,Vendor,Type
DPR-864,DIGITAL VOICE/TELEPHONE RECORDER WITH MP3 PLAYER FUNCTION,Phone/Room Recorders ,,"DIGITAL VOICE/TELEPHONE RECORDER WITH MP3 PLAYER FUNCTION - There are many reasons why conversations may need to be 
recorded and using the latest technology will allow users to do so with convenience and speed. With our audio recorder 
you can record phone or room conversations. Digital recordings can be played replayed and recorded over without a 
loss in recording quality. These recorders have a voice activation feature which saves hours by only recording when 
sound is detected. This model provides both telephone and room recording. This voice recorder can record up to 864 
hours in long play mode. Itís simple and easy to use. 

Specifications: Support 4GB capacity Voice recorder and music player format: MP3 Three recording modes (HQ LP SP)
External professional microphone Built -in high grade microphone and louder speaker Line-in recording Digital voice 
recorder function Removable flash disk Support telephone conversation recording Support VOR function With mp3 player 
support A-B repeat function Can record the date and time when recording start Memory: 4GB LP: 864hour SP: 192hour 
One file the files can store 99 recording messages USB cable: PC Interface USB1.1 FULL Speed Key lock function 
S/N (ratio) 90dB Power: 1.5V AAA Alkaline Battery◊2 Weight: About 32g (Except Battery) Dimensions: 28.2*111*13.8(mm) 
Battery life: 17hours

Includes: Manual USB Transfer Cable Microphone Earphones Software CD 3.5mm Male to Male Audio Cable 
Phone Adapter Phone Cable.",Click Here for Images,43,26.54,26.02,0.35,747670800362,SafetyTechnology,Surveillance
HC-ADAPT-DVR,AC Charger Hidden Spy Camera with Built in DVR,Hidden Camera with Built-in DVRs,,"AC Charger Hidden Spy Camera with Built in DVR. In this age of electronics everyone has a variety of adapters and chargers plugged into nearly every electrical outlet. No one will even pay attention to the AC charger hidden camera with night vision. It records in crisp clear 1280x720 resolution at 30fps on a 16GB micro SD card which will store 5 hours of footage. This covert AC adapter is great for office security or a nanny cam at home. It is very easy to use with remote control operation. Easily connects to your computer to download and view video footage. The built in IR's allow you to see about 12 feet away at night. It also has motion-activated recording to record only when there is movement. Features: 1280x720 video resolution 30fps  motion detection night vision 12 feet distance 16GB memory works with Windows and Mac OS dimensions 3"" x 2 5/8"" x 1 7/8"". Includes: HD Adapter Camera USB cable User manual",Click Here for Images,118,79.57,76.5,0.6,747670501467,SafetyTechnology,Surveillance
HC-CALCU-DVR,Calculator Hidden Spy Camera with Built in DVR,Hidden Camera with Built-in DVRs,,"Calculator Hidden Spy Camera with Built in DVR. This awesome spy calculator can do more than just calculate numbers. It comes with a hidden spy camera so you have an extra pair of eyes where ever you may need it. It records in crisp clear 720x480 resolution at 30fps and has a 16GB memory to store almost 10 hours of video footage. If you are constantly missing things in the office think someone might be stealing or just want to see if employees work while you are not around then spy calculator is the right camera for you. This awesome calculator will can blend right into any office environment and no one will ever think twice about it. It has a 3 hour battery life. Features: 720x480 video resolution 3 hour battery life works with Windows and Mac OS 16GB memory dimensions 6 1/2"" x 6 1/4"" x 1 3/4"". Includes: calculator camera USB cable user manual. ",Click Here for Images,67,44.81,43.04,0.8,747670501412,SafetyTechnology,Surveillance
HC-CROSS-DVR,Cross Hidden Spy Camera with built in DVR ,Hidden Camera with Built-in DVRs,," The Cross Hidden Spy Camera with built in DVR is a tiny spy camera hidden inside a mini crucifix!  You can wear it as a necklace and capture people in the act and the possibilities are endless. It records at a crisp clear 640x480 resolution at 30fps on an internal 16GB of memory which you can get up to 10 hours of recording. Its very easy to capture video evidence for court nanny camera  or recording live sports. You can use it as a camera for still photos with a 1280x960 resolution. Just use the USB cord to connect to you computer and download the video footage. Features: 640*480 resolution 1280 x 960 photo resolution 16GB memory battery life about 2 hours charging time 2 hours Works with Windows and Mac OS dimensions 2 7/8"" x 1 3/8"" x 7/16"". Includes:  Cross camera USB Cable User Manual",Click Here for Images,72,36.35,34.35,0.25,747670501306,SafetyTechnology,Surveillance
HC-EYEHD-DVR,HD Eye Glasses Hidden Spy Camera with Built in DVR,Hidden Camera with Built-in DVRs,,HD Eye Glasses Hidden Spy Camera with Built in DVR. The HD eye glasses camera has a sophisticated modern look with an HD camera and DVR hidden discreetly inside. They record in crystal clear 1920x1080 resolution at 30fps and have a 16GB memory to store 2.5 hours of video footage. They are great for spying and gathering evidence for just about anything. The high quality metal front frames and smooth plastic not only make these glasses sturdy but comfortable and light on the face as well. Between assignments you can use this ultra-advanced pair of glasses just to give yourself that trendy intelligent look and when duty calls these glasses are ready to capture everything you see.  Easily download and view video footage on a computer. The spy glasses are completely wireless and simple to use with the one button operation. Features: 170 degree wide angle lens 1920x1080 video resolution battery life about 2 hours works with Windows and Mac OS 16GB memory. Includes: eye glasses camera carrying bag USB cable user manual,Click Here for Images,114,76.7,73.73,0.5,747670501436,SafetyTechnology,Surveillance
HC-FLASH-DVR,Flashlight Hidden Camera with Built in DVR,Hidden Camera with Built-in DVRs,,"Flashlight Hidden Camera with Built in DVR. The heavy duty 1000 lumen LED flashlight hidden camera is incredible. It is very versatile and can be used for many applications like inspecting gas/oil pipelines power plants railway track bridges and schools. It is also used by public security officers police prison guards border patrol fireman and teachers. It  records in crisp clear 1280x720 resolution at 30fps on a 16GB micro SD card which allows you to store about 5 hours of video footage. The LED flashlight has a magnesium alloy body which resist against shock. It has a IP68 rating which makes the flashlight dust and water proof.  The flashlight can be submerged underwater and used to inspect in underwater scenarios up to 30 feet deep. Easy to operate and connects to your computer to download and view video footage. It has a built in 1.5"" LCD screen so you can view video directly from the flashlight. It's rechargeable lithium battery has a 10 hour run time. It has a nylon shoulder strap holster and also comes with a wrist strap. Features: 1280x720 video resolution 2560x1920 photo resolution 30fps 16GB memory run time (LED only) 10hrs run time (camera only) 8hrs run time (LED + camera) 6hrs dimension 9"" x 2"" LCD screen size 1.5íí screen resolution 480 x 240 IP68 rating dust/waterproof.


",Click Here for Images,426,287.89,276.8,2.2,747670501443,SafetyTechnology,Surveillance
HC-HDADP-WIFI,P2P WIFI Adaptor HD Hidden Camera,Hidden Cameras with Built-In DVR and WIFI,,"The IntelliSpy P2P WIFI Adapter HD Hidden Camera  is perfect to keep an eye on your home office or garage. The Adapter stays plugged in and doesn't require charging. It records in HD 1800p so a clear crisp quality video is recorded to the internal SD card. You can record about 3 continuous hours with the 16GB card that comes included. It has the ability to record with the motion detection feature. This is great for catching a thief in the act. You only have to review footage of when someone or something moves in the cameras field of view. This prevents you from having to go through hours of uneventful footage. The IntelliSpy Adapter HD Camera is a P2P WIFI camera which allows you to view remotely from anywhere you have an internet connection. With the downloadable app you can control recording functions remotely. It's also very easy to operate and to set up on your WIFI networks.                                                                                                                                                                          Specifications
Pixel 2.0 megapixel CMOS
Resolution 1080P
Video format ASF/AVI
Frames per second 25
View angle 90∞
Distance of motion detection distance about 15 feet 
Compressed format H.264
Maximum capacity of memory card 32GB
Play software VLCPlayer/SMPlayer
Computer operation system Windows/Mac OS 
Mobile phone operation system Android/iOS
",Click Here for Images,170,114.42,105.95,0.35,747670501566,SafetyTechnology,Surveillance
HC-HDAIR-DVR,Air Freshener DVR Color HD Hidden Camera with Built-In DVR,Hidden Camera with Built-in DVRs,,"AIR FRESHENER HD HIDDEN CAMERA - No one will ever be able to tell this air freshener conceals a HD hidden color camera 
and mini DVR to record what the camera sees. It records in crisp clear 1960 x 1080p HD resolution at 30fps.  It                                                                                                                                                                                                                                                                                   has a battery that operates the camera and DVR for 5 hours. Youíll be able to see                                                                                                                                                                                                        everything happening in the room. 

This hidden camera features motion-activated recording that starts as soon as motion is detected. With motion-activation 
you wonít have to fast forward through hours of uneventful recording. 

You can view your recordings by using the included RCA cable to connect to your TV or computer.                                                                                                                                                                                               64GB memory allows you to record up to 9 hours of video footage.

Does NOT function as an air freshener.

DVR features include: 
ïMotion activated  
ïTime and date stamp
ïRemote Control operation
ïMPEG4 file format
ïComposite video out
ï1960x1080p resolution
DVR Specifications  
ïSystem: NTSC/PAL
ïStorage Media: DVR
ïFrame Rate: 30 fps at 1960x1080P   
Color Camera Specs
ïImage Sensor: 1/3"" 2.0 megapixel cmos
ïMin. Illumination: 1.0 Lux
ïLens: 3.7mm 65 degrees 

",Click Here for Images,277,186.53,172.71,2.65,747670501627,SafetyTechnology,Surveillance
HC-HDALC-DVR,Alarm Clock HD Hidden Camera with Built-In DVR,Hidden Camera with Built-in DVRs,,"No one will ever be able to tell this alarm clock conceals a HD hidden color camera and mini DVR to record what the camera sees. The alarm clock's power cord powers the alarm clock built-in DVR and camera.  It records in crisp clear 1960 x 1080p HD resolution at 30fps.  

This hidden camera features motion-activated recording that starts as soon as motion is detected. With motion-activation you won't have to fast forward through hours of uneventful recording. 
You can view your recordings by using the included RCA cable to connect to your TV or computer. 64GB memory allows you to record up to 9 hours of continuous recording. 

DVR features include: 
ïMotion activated  
ïTime and date stamp
ïRemote Control operation
ïMPEG4 file format
ïComposite video out
ï1960x1080p resolution
DVR Specifications  
ïSystem: NTSC/PAL
ïStorage Media: DVR
ïFrame Rate: 30 fps at 1960x1080P   
Color Camera Specs
ïImage Sensor: 1/3"" 2.0 megapixel cmos
ïMin. Illumination: 1.0 Lux
ïLens: 3.7mm 65 degrees 
",Click Here for Images,293,197.43,182.81,2.09,747670501603,SafetyTechnology,Surveillance
HC-HDALC-WC,Alarm Clock Hidden 1080p HD Camera,HD Hidden Cameras,,"The IntelliSpy Alarm Clock Hidden HD Camera is hand crafted right here in the USA. It is built to work with the AHD DVR's. This camera is concealed in an everyday item so that no one will no they are being watched by a 1080p hand built HD hidden camera. Not only is the beauty of it that it's concealed but the high definition 1080p super clear camera and allows you to finally see what is really going on when you aren't around. It is a wired camera. A cable is run from the camera to the DVR for it to operate. You can use the power & HD video all in one camera cables we sell to connect the camera to the DVR. The camera comes with a 12 volt power supply. If you need a hidden camera to keep an eye on your house office or property this is the camera for you.                                                                                                                                                                                                                                                                       Camera Specs:                                                                                                                                                                                                                                                                                                               Image Resolution 1080P
Effective Pixels 1920x10802.0MP
TV System PAL/NTSC
Lens Sony 2.0MP
Focus Length Board Lens 3.6mm/F2.0
Focus Control Fixed
Lens Type Fixed
Pixels 2M Pixels
Power 12 volt 500 mA",Click Here for Images,176,118.18,109.4234,2,747670501641,SafetyTechnology,Surveillance
HC-HDBLK-WIFI,P2P WIFI Black Table Clock HD Hidden Camera,Hidden Cameras with Built-In DVR and WIFI,,"The IntelliSpy P2P WIFI Black Table Clock HD Hidden Camera is perfect to keep an eye on your home or office. It has IR's which allows you to record in the dark about 10 feet away. The black table clock is rechargeable and portable. It records in HD 720p so a clear crisp quality video is recorded to the internal SD card. You can record up to 4 continuous hours with the 16GB card that comes included. It has the ability to record with the motion detection feature. This is great for catching a thief in the act. You only have to review footage of when someone or something moves in the cameras field of view. This prevents you from having to go through hours of uneventful footage. The IntelliSpy Black Table Clock HD Camera is a P2P WIFI camera which allows you to view remotely from anywhere you have an internet connection. With the downloadable app you can control recording functions remotely. It's also very easy to operate and to set up on your WIFI networks.                                                                                                                                                                                                                                                                                         Specifications
Pixel 2.0 megapixel CMOS
Resolution 720P
Video format ASF/AVI
Frames per second 25
View angle 90∞
Distance of motion detection distance about 15 feet 
Battery capability 2400mAh
Battery Life 10 hours                                                                                                                                                                                                                                                                                                     Compressed format H.264
Maximum capacity of memory card 32GB
Play software VLCPlayer/SMPlayer
Computer operation system Windows/Mac OS 
Mobile phone operation system Android/iOS
",Click Here for Images,144,96.59,89.44,0.75,747670501573,SafetyTechnology,Surveillance
HC-HDCLK-WIFI,P2P WIFI Table Clock HD Hidden Camera,Hidden Cameras with Built-In DVR and WIFI,,"The IntelliSpy P2P WIFI Table Clock HD Hidden Camera is perfect to keep an eye on your home or office. The clock is rechargeable and portable. It records in HD 1800p so a clear crisp quality video is recorded to the internal SD card. You can record about 3 continuous hours with the 16GB card that comes included. It has the ability to record with the motion detection feature. This is great for catching a thief in the act. You only have to review footage of when someone or something moves in the cameras field of view. This prevents you from having to go through hours of uneventful footage. The IntelliSpy Table Clock HD Camera is a P2P WIFI camera which allows you to view remotely from anywhere you have an internet connection. With the downloadable app you can control recording functions remotely. It's also very easy to operate and to set up on your WIFI networks.                                                                                                                                                                          Specifications
Pixel 2.0 megapixel CMOS
Resolution 1080P
Video format ASF/AVI
Frames per second 25
View angle 90∞
Distance of motion detection distance about 15 feet 
Battery capability 2400mAh                                                                                                                                                                                                                                                                                                                                                                                                                                        
Battery Life 10 hours                                                                                                                                                                                                                                                                                                         Compressed format H.264
Maximum capacity of memory card 32GB
Play software VLCPlayer/SMPlayer
Computer operation system Windows/Mac OS 
Mobile phone operation system Android/iOS
",Click Here for Images,152,102.54,94.94,0.75,747670501542,SafetyTechnology,Surveillance
HC-HDELBX-DVR,Electrical Box HD Hidden Camera with Built in DVR,HD Hidden Cameras,,"No one will ever be able to tell this electrical box conceals a HD hidden color camera and mini DVR to record what the camera sees. The electrical box can be run on constant power nby plugging it in with the supplied power supply it powers the DVR and the camera. It records in crisp clear 1960 x 1080p HD resolution at 30fps. It has a back-up battery that operates the camera and DVR for 5 hours upon power failure.

This hidden camera features motion-activated recording that starts as soon as motion is detected. With motion-activation you won't have to fast forward through hours of uneventful recording.

You can view your recordings by using the included RCA cable to connect to your TV or computer. 64GB memory allows you to record up to 9 hours of continuous recording.

DVR features include: 
ïMotion activated  
ïTime and date stamp
ïRemote Control operation
ïMPEG4 file format
ïComposite video out
ï1960x1080p resolution
DVR Specifications  
ïSystem: NTSC/PAL
ïStorage Media: DVR
ïFrame Rate: 30 fps at 1960x1080P   
Color Camera Specs
ïImage Sensor: 1/3"" 2.0 megapixel cmos
ïMin. Illumination: 1.0 Lux
ïLens: 3.7mm 65 degrees ",Click Here for Images,290,195.25,180.79,2.27,747670501672,SafetyTechnology,Surveillance
HC-HDEXIT-WC,Exit Sign Hidden 1080p HD Camera,HD Hidden Cameras,,"The IntelliSpy Exit Sign Hidden HD Camera is hand crafted right here in the USA. It is built to work with the AHD DVR's. This camera is concealed in an everyday item so that no one will no they are being watched by a 1080p hand built HD hidden camera. Not only is the beauty of it that it's concealed but the high definition 1080p super clear camera and allows you to finally see what is really going on when you aren't around. It is a wired camera. A cable is run from the camera to the DVR for it to operate. You can use the power & HD video all in one camera cables we sell to connect the camera to the DVR. The camera comes with a 12 volt power supply. If you need a hidden camera to keep an eye on your property or business this is the camera for you.                                                                                                                                                                                                                                                                       Camera Specs:                                                                                                                                                                                                                                                                                                               Image Resolution 1080P
Effective Pixels 1920x10802.0MP
TV System PAL/NTSC
Lens Sony 2.0MP
Focus Length Board Lens 3.6mm/F2.0
Focus Control Fixed
Lens Type Fixed
Pixels 2M Pixels
Power 12 volt 500 mA",Click Here for Images,171,114.75,106.25,2,747670501634,SafetyTechnology,Surveillance
HC-HDMIRB-DVR,Black Frame Mirror HD Hidden Camera with Built-In DVR,Hidden Camera with Built-in DVRs,,"MIRROR HD HIDDEN CAMERA DVR - No one will ever be able to detect this color HD hidden camera disguised as an ordinary looking mirror. 
This mirror camera records in crisp clear 1960 x 1080p HD resolution at 30fps.  It has a battery that operates the camera and DVR for 5 hours.

This hidden camera comes in a natural wood finish frame or a black frame (measures 15"" x 11 3/4"" x 2 1/2"") it features motion-activated recording that starts 
as soon as motion is detected. With motion-activation you wonít have to fast forward through hours of uneventful footage. 

You can view your recordings by using the included RCA cable to connect to your TV or computer.                                                                                                                                                                            64GB memory allows you to record up to 9 hours of video footage. 

DVR features include: 
ïMotion activated  
ïTime and date stamp
ïRemote Control operation
ïMPEG4 file format
ïComposite video out
ï1960x1080p resolution
DVR Specifications  
ïSystem: NTSC/PAL
ïStorage Media: DVR
ïFrame Rate: 30 fps at 1960x1080P   
Color Camera Specs
ïImage Sensor: 1/3"" 2.0 megapixel cmos
ïMin. Illumination: 1.0 Lux
ïLens: 3.7mm 65 degrees 
",Click Here for Images,303,203.98,188.87,4.7,747670501580,SafetyTechnology,Surveillance
HC-HDMIRB-WC,Black Finish Mirror Hidden 1080p HD Camera,HD Hidden Cameras,,"The IntelliSpy Black Finish Mirror Hidden HD Camera is hand crafted right here in the USA. It is built to work with the AHD DVR's. This camera is concealed in an everyday item so that no one will no they are being watched by a 1080p hand built HD hidden camera. Not only is the beauty of it that it's concealed but the high definition 1080p super clear camera and allows you to finally see what is really going on when you aren't around. It is a wired camera. Just hang it on the wall and run the cable from the camera to the DVR for it to operate. You can use the power & HD video all in one camera cables we sell to connect the camera to the DVR. The camera comes with a 12 volt power supply. If you need a hidden camera to keep an eye on your house office or property this is the camera for you.                                                                                                                                                                                                                                                                       Camera Specs:                                                                                                                                                                                                                                                                                                               Image Resolution 1080P
Effective Pixels 1920x10802.0MP
TV System PAL/NTSC
Lens Sony 2.0MP
Focus Length Board Lens 3.6mm/F2.0
Focus Control Fixed
Lens Type Fixed
Pixels 2M Pixels
Power 12 volt 500 mA",Click Here for Images,194,130.81,121.1192,2.5,747670501665,SafetyTechnology,Surveillance
HC-HDMIRW-DVR,Wood Frame Mirror HD Hidden Camera with Built-In DVR,Hidden Camera with Built-in DVRs,,"MIRROR HD HIDDEN CAMERA DVR - No one will ever be able to detect this color HD hidden camera disguised as an ordinary looking mirror. 
This mirror camera records in crisp clear 1960 x 1080p HD resolution at 30fps.  It has a battery that operates the camera and DVR for 5 hours.

This hidden camera comes in a natural wood finish frame or a black frame (measures 15"" x 11 3/4"" x 2 1/2"") it features motion-activated recording that starts 
as soon as motion is detected. With motion-activation you wonít have to fast forward through hours of uneventful footage. 

You can view your recordings by using the included RCA cable to connect to your TV or computer. 64GB Memory allows you to record up to 9 hours of video footage. 

DVR features include: 
ïMotion activated  
ïTime and date stamp
ïRemote Control operation
ïMPEG4 file format
ïComposite video out
ï1960x1080p resolution
DVR Specifications  
ïSystem: NTSC/PAL
ïStorage Media: DVR
ïFrame Rate: 30 fps at 1960x1080P   
Color Camera Specs
ïImage Sensor: 1/3"" 2.0 megapixel cmos
ïMin. Illumination: 1.0 Lux
ïLens: 3.7mm 65 degrees 
",Click Here for Images,303,203.98,188.87,4.7,747670501597,SafetyTechnology,Surveillance
HC-HDMIRW-WC,Wood Finish Mirror Hidden 1080p HD Camera,HD Hidden Cameras,,"The IntelliSpy Wood Finish Mirror Hidden HD Camera is hand crafted right here in the USA. It is built to work with the AHD DVR's. This camera is concealed in an everyday item so that no one will no they are being watched by a 1080p hand built HD hidden camera. Not only is the beauty of it that it's concealed but the high definition 1080p super clear camera and allows you to finally see what is really going on when you aren't around. It is a wired camera. Just hang it on the wall and run the cable from the camera to the DVR for it to operate. You can use the power & HD video all in one camera cables we sell to connect the camera to the DVR. The camera comes with a 12 volt power supply. If you need a hidden camera to keep an eye on your house office or property this is the camera for you.                                                                                                                                                                                                                                                                       Camera Specs:                                                                                                                                                                                                                                                                                                               Image Resolution 1080P
Effective Pixels 1920x10802.0MP
TV System PAL/NTSC
Lens Sony 2.0MP
Focus Length Board Lens 3.6mm/F2.0
Focus Control Fixed
Lens Type Fixed
Pixels 2M Pixels
Power 12 volt 500 mA",Click Here for Images,194,130.81,121.1192,2.5,747670501658,SafetyTechnology,Surveillance
HC-HDOUT-DVR,Electrical Outlet HD Hidden Camera with Built-In DVR,Hidden Camera with Built-in DVRs,,"No one will ever be able to tell this electrical outlet conceals a HD hidden color camera and mini DVR to record what the camera sees. Plugging the electrical outlet into a wall plug powers the DVR and the camera. It records in crisp clear 1960 x 1080p HD resolution at 30fps. It has a back-up battery that operates the camera and DVR for 5 hours upon power failure.

This hidden camera features motion-activated recording that starts as soon as motion is detected. With motion-activation you won't have to fast forward through hours of uneventful recording.

You can view your recordings by using the included RCA cable to connect to your TV or computer. 64GB memory allows you to record up to 9 hours of continuous recording.

Does NOT function as an outlet. There are no open outlets to plug any appliances in. 

DVR features include: 
ïMotion activated  
ïTime and date stamp
ïRemote Control operation
ïMPEG4 file format
ïComposite video out
ï1960x1080p resolution
DVR Specifications  
ïSystem: NTSC/PAL
ïStorage Media: DVR
ïFrame Rate: 30 fps at 1960x1080P   
Color Camera Specs
ïImage Sensor: 1/3"" 2.0 megapixel cmos
ïMin. Illumination: 1.0 Lux
ïLens: 3.7mm 65 degrees 

",Click Here for Images,290,195.25,180.79,1.97,747670501610,SafetyTechnology,Surveillance
HC-HDPEN-DVR,HD Pen Hidden Camera with Built in DVR,Hidden Camera with Built-in DVRs,,"HD Pen Hidden Camera with Built in DVR. The HD hidden pen camera has a crystal clear 1080P(1920x1080) video resolution at 30fps and stores the footage on a 16GB memory that will store about 2.5 hours of video footage. The HD resolution ensures that your videos are smooth and clear even when there is a lot of movement. Its super easy to operate just one button operation. Turn the pen on click the button once to start recording and click it again to stop. When you are ready to watch your videos just plug the pen directly into the computer no special cables or software needed (works just like a flash drive on MAC/Windows). Features: 1920x1080 video resolution at 30fps 4032x3024 photo resolution battery life about 2 hours charging time 2 hours 16GB memory works with Windows and Mac OS dimensions 6 1/8"" x 5/8"". Includes: HD Pen Camera USB cable user manual.",Click Here for Images,141,95.07,91.37,0.5,747670501405,SafetyTechnology,Surveillance
HC-HDSMK-WIFI,P2P WIFI Smoke Detector HD Hidden Camera,Hidden Cameras with Built-In DVR and WIFI,,"The IntelliSpy P2P WIFI Smoke Detector HD Hidden Camera is perfect to keep an eye on your home office or garage. The smoke detector is rechargeable and portable. It records in HD 720p so a clear crisp quality video is recorded to the internal SD card. You can record up to 4 continuous hours with the 16GB card that comes included. It has the ability to record with the motion detection feature. This is great for catching a thief in the act. You only have to review footage of when someone or something moves in the cameras field of view. This prevents you from having to go through hours of uneventful footage. The IntelliSpy Smoke Detector HD Camera is a P2P WIFI camera which allows you to view remotely from anywhere you have an internet connection. With the downloadable app you can control recording functions remotely. It's also very easy to operate and to set up on your WIFI networks.                                                                                                                                                                          Specifications
Pixel 2.0 megapixel CMOS
Resolution 720P
Video format ASF/AVI
Frames per second 25
View angle 90∞
Distance of motion detection distance about 15 feet 
Battery capability 2400mAh                            
Battery Life 2 hours                                                                                                                                                                                                                                                                                               Compressed format H.264
Maximum capacity of memory card 32GB
Play software VLCPlayer/SMPlayer
Computer operation system Windows/Mac OS 
Mobile phone operation system Android/iOS
",Click Here for Images,147,99.15,91.81,0.65,747670501559,SafetyTechnology,Surveillance
HC-HOOK2-DVR,Round Coat Hook Hidden Spy Camera with Built in DVR,Hidden Camera with Built-in DVRs,,"Round Coat Hook Hidden Spy Camera with Built in DVR.  This easy-to-install coat hook houses a  hidden camera and DVR. Keep an eye on your home and office by capturing motion-activated video. It records in crystal clear 1920x1080 resolution at 30fps on a 16GB micro SD card which stores 2.5 hours of footage. The coat hook hidden camera mounts easily to a wall using the included double-sided tape or screws. The motion detection feature allows you to record only when motion is detected. It has a 2 hour battery life and is very easy to operate. It easily connects to a computer to download and view video footage. Features: 1920x1080 video resolution at 30fps 4032x3024 photo resolution motion detection 2 hour battery life works with Windows and Mac OS 16GB memory dimensions 2 1/8"" x 2 1/4"". Includes: HD coat hook camera USB cable user manual 16GB memory",Click Here for Images,99,66.6,64.01,0.35,747670501474,SafetyTechnology,Surveillance
HC-KEYCM-DVR,HD Car Key Hidden Spy Camera with Built in DVR,Hidden Camera with Built-in DVRs,,"HD Car Key Hidden Spy Camera with Built in DVR. The HD car key camera allows you to always have a spy camera on hand. It records video at 1920x1080 resolution at 30fps on a 16GB micro SD card which can store 2.5 hours of footage. This spy car key camera is great for collecting video evidence for court nanny camera  or recording live sports.  The motion detection feature allows you to only record when movement is detected. The battery life is 2 hours and it only takes 2 hours to recharge. Easily connects to a PC to download and view footage. Features: 1920x1080 video resolution at 30fps  2560x1920 photo resolution motion detection  2 hour battery life charging time 2 hours works with Windows and Mac OS 16GB memory dimensions 2 7/8"" x 1 1/4"" x 3/4"". Includes: car key camera USB cable user manual",Click Here for Images,84,56.31,54.12,0.4,747670501498,SafetyTechnology,Surveillance
HC-LIGTR2-DVR,Electric Lighter Hidden Spy Camera with Built in DVR,Hidden Camera with Built-in DVRs,,"Electric Lighter Hidden Spy Camera with Built in DVR. The electric lighter camera is small and discreet and can be taken just about anywhere to gather video footage at anytime. It has a heating element and works as a lighter. It records in 1280x720 resolution at 30fps on a 16GB micro SD card which allows you to store 5 hours of footage.  The motion detection feature allows you to record only when there is motion which saves storage space. The rechargeable battery will last for 2 hours and only takes 2 hours to recharge. Easy to  camera to operate and user friendly. It can be connected to a computer to download and view video footage. Features: 1280x720 video resolution at 30fps 1600x1200 photo resolution motion detection 2 hour battery life charging time 2 hours works with Windows and Mac OS 16GB memory dimensions 2 5/8"" x 1 5/16"" x 1/2"". Includes: lighter camera USB Cable user manual",Click Here for Images,91,61.3,58.91,0.3,747670501481,SafetyTechnology,Surveillance
HC-LIGTR-DVR,Hidden Lighter Camera with built in DVR,Hidden Camera with Built-in DVRs,,"The Hidden Lighter Camera with built in DVR is perfect for any concealed video footage you may need to capture. It records crisp clear video at 640x480 resolution at 30fps in an AVI video format. It can take photos at 1280x960 resolution.  It connects easily to your computer by just pulling the cap off and plugging it into your computer like a flash drive or you can use the supplied USB cable. This makes it very easy to view and save the video footage on your DVR. The lighter camera is tiny measuring only 2 3/4"" x 1"" x 3/8"" and comes with 16GB of memory which allows you store  almost 6 hours of video footage. It has rechargeable battery that takes about 2 hours to charge and last about 2 hours on a single charge. Does not function as a lighter. Features: 640x480 video  resolution at 30fps 1280x960 photo resolution 16GB of memory included 2 hour battery life stores 6 hours of video footage works with Windows and Mac. Includes: hidden lighter camera USB cable user Manual",Click Here for Images,45,30.03,28.83,0.35,747670501290,SafetyTechnology,Surveillance
HC-MINIC-DVR,Mini Hidden Spy Camera with Built In DVR,Hidden Camera with Built-in DVRs,,"Mini Hidden Spy Camera with Built In DVR. The Mini spy camera is one of the smallest cameras on the market. It is small and very versatile. You can use this camera practically anywhere for almost anything. It can be used for outdoor activities body worn applications capture evidence for court car surveillance RC's and drones. It comes with 2 types of mounts the first is pocket clip mount that can be used to clip the camera to a piece of clothing or object. The second mount is a wall/dash mount. This mount is versatile as it can be screwed into drywall or attached with Velcro. It can also be attached to a necklace. Not only it is small and versatile it records crisp clear video footage at 720x480 resolution at 30fps and stores the footage on a 16GB micro SD card. Features: 720 x 480 video resolution at 30fps 1280x960 photo resolution 2 hour battery life works with Windows and Mac OS 16GB memory dimensions 2 1/4"" x 3/4"" x 3/4"". Includes: Mini Spy Camera and DVR USB cable pocket clip wall/dash bracket user manual.",Click Here for Images,43,28.73,27.58,0.3,747670501320,SafetyTechnology,Surveillance
HC-NKTIE-DVR,Necktie Hidden Spy Camera with Built in DVR,Hidden Camera with Built-in DVRs,,"Necktie Hidden Spy Camera with Built in DVR. The hidden necktie camera is best suited for portable hidden surveillance applications and in particular for use by law enforcement personnel during sting operations. It records in crisp clear 720x480 resolution at 30fps and stores the information on a 16GB memory card which will hold 10 hours of video footage. The necktie is an ideal tool for ""body worn"" instant covert video recording. It has one touch recording with the supplied  remote control. Easily connects to PC for viewing and storing video footage. This is an awesome undetectable hidden camera even from up close no one will know you have a hidden camera on you. The neck tie is completely adjustable and will fit just about anyone. Features: 720x480 video resolution at 30fps battery life about 3 hours charging time 3 hours remote control operation works with Windows and Mac OS 16GB memory. Includes: tie camera remote control USB cable user manual.",Click Here for Images,88,59.53,57.24,0.5,747670501382,SafetyTechnology,Surveillance
