VendorName,VenCode,PartNumber,LongDescription,JobberPrice,Cost,UPSable,ExeterQty,TotalQty,CoreCharge,CaseQty,IsNonReturnable,ManufacturerPartNo,HazardousMaterial,Brand
COVERKING,C37,1D5NS7352,SEAT COVER,189.99,170.99,TRUE,1,1,0,1,FALSE,CSC1D5NS7352,,(BDRK)
COVERKING,C37,1E1DG7337,60/40 SPLITBK RE/HEAD,149.99,134.99,TRUE,1,1,0,1,FALSE,CSC1E1DG7337,,(BDRK)
COVERKING,C37,1E1DG7362,SEAT COVERS,149.99,134.99,TRUE,1,1,0,1,FALSE,CSC1E1DG7362,,(BDRK)
COVERKING,C37,1E1DG9544,1 ROW CORDURA/BALLISTIC B,169.99,152.99,TRUE,0,1,0,1,FALSE,CSC1E1DG9544,,(BDRK)
COVERKING,C37,1E1TT9711,CSC1E1TT9711,169.99,139.94,TRUE,0,1,0,1,FALSE,CSC1E1TT9711,,(BDRK)
COVERKING,C37,1L1DG9492,SEAT COVER,499.99,449.99,TRUE,0,1,0,1,FALSE,CSC1L1DG9492,,(BDRK)
COVERKING,C37,1L3RM1018,LEATHER SEAT CVR 15 RAM 3,499.99,75,TRUE,0,1,0,1,TRUE,CSC1L3RM1018,,(BDRK)
COVERKING,C37,1L3RM1083,LEATHER SEAT CVR 15 RAM 3,499.99,75,TRUE,0,1,0,1,TRUE,CSC1L3RM1083,,(BDRK)
COVERKING,C37,1P1CH9900,1 ROW POLY COTTON DRILL B,159.99,143.99,TRUE,1,1,0,1,FALSE,CSC1P1CH9900,,(BDRK)
COVERKING,C37,1P1CH9927,1 ROW POLY COTTON DRILL B,159.99,143.99,TRUE,1,1,0,1,FALSE,CSC1P1CH9927,,(BDRK)
COVERKING,C37,1P5FD7186,CUSTOM COVER,149.99,94.79,TRUE,1,1,0,1,FALSE,CSC1P5FD7186,,(BDRK)
COVERKING,C37,1PLMR7110,1 ROW POLY COTTON DRILL L,159.99,143.99,TRUE,1,1,0,1,FALSE,CSC1PLMR7110,,(BDRK)
COVERKING,C37,2A1DG7339,1 ROW NEOSUPREME SOLID BL,169.99,132.7,TRUE,2,2,0,1,FALSE,CSC2A1DG7339,,(BDRK)
COVERKING,C37,2A1DG7792,1 ROW NEOSUPREME SOLID BL,169.99,152.99,TRUE,1,1,0,1,FALSE,CSC2A1DG7792,,(BDRK)
COVERKING,C37,2A3CH7251,1 ROW NEOSPRME GRAY/BLACK,169.99,152.99,TRUE,1,1,0,1,FALSE,CSC2A3CH7251,,(BDRK)
COVERKING,C37,2A7FD9812,1 ROW NEOSPRME RED/BLACK,169.99,140.52,TRUE,0,2,0,1,FALSE,CSC2A7FD9812,,(BDRK)
COVERKING,C37,2A9FD8469,SEAT COVER,169.99,152.99,TRUE,1,1,0,1,FALSE,CSC2A9FD8469,,(BDRK)
COVERKING,C37,3O2GFD9773,CVC MOSOM PLUS GRAY CLASS,199.99,89.99,TRUE,1,1,0,1,TRUE,CVC3O2GFD9773,,(BDRK)
COVERKING,C37,CDCV4,CUSTOM TAILORED DASHBOARD,34.99,31.49,TRUE,0,1,0,1,FALSE,CDCV4,,(BDRK)
COVERKING,C37,CRH2FD7975,1 ROW RHINOHIDE STEEL GRA,249.99,224.99,TRUE,1,1,0,1,FALSE,CSCRH2FD7975,,(BDRK)
COVERKING,C37,CSCQ1,CUSTOM SEAT COVERS (1 ROW,249.99,206.66,TRUE,0,1,0,1,FALSE,CSCQ1,,(BDRK)
COVERKING,C37,F12JP9435,1 ROW NEOPRENE CHARCOAL/B,249.99,224.99,TRUE,1,1,0,1,FALSE,CSCF12JP9435,,(BDRK)
COVERKING,C37,F2FD9640,NEOPRENE SEAT COVER,249.99,215.49,TRUE,0,1,0,1,FALSE,CSCF2FD9640,,(BDRK)
COVERKING,C37,F2FD9656,FRONT SEAT COVERS,249.99,224.99,TRUE,1,1,0,1,FALSE,CSCF2FD9656,,(BDRK)
COVERKING,C37,F8JP9433,1 ROW NEOPRENE HAW BLU/BL,249.99,224.99,TRUE,1,1,0,1,FALSE,CSCF8JP9433,,(BDRK)
COVERKING,C37,KT06FD1001,SKANDA CSC BALL KRYPTEK T,319.99,287.99,TRUE,1,1,0,1,FALSE,CSCKT06FD10017,,(BDRK)
COVERKING,C37,KT06FD9816,1 ROW BALLISTIC KRYPTEK T,249.99,195.15,TRUE,0,1,0,1,FALSE,CSCKT06FD9816,,(BDRK)
COVERKING,C37,KT06FD9926,SKANDA CSC BALL KRYPTEK T,319.99,287.99,TRUE,1,1,0,1,FALSE,CSCKT06FD9926,,(BDRK)
COVERKING,C37,MO01CH7044,SEAT COVER,199.99,146.66,TRUE,1,1,0,1,FALSE,CSC2MO01CH7044,,(BDRK)
COVERKING,C37,MO02FD9779,SKANDA CUST CVR NEO MOSSY,249.99,215.49,TRUE,0,1,0,1,FALSE,CSCMO02FD9779,,(BDRK)
COVERKING,C37,MO06FD8448,SEAT COVER,199.99,156.12,TRUE,0,1,0,1,FALSE,CSC2MO06FD8448,,(BDRK)
COVERKING,C37,MO06FD9656,SEAT COVER,199.99,153.16,TRUE,0,1,0,1,FALSE,CSC2MO06FD9656,,(BDRK)
COVERKING,C37,MO07CH8513,SEAT COVER,199.99,172.39,TRUE,1,1,0,1,FALSE,CSC2MO07CH8513,,(BDRK)
COVERKING,C37,MO07CH9628,1RW NEOSPRM MO SHDW GRS B,199.99,153.16,TRUE,0,1,0,1,FALSE,CSC2MO07CH9628,,(BDRK)
COVERKING,C37,Q12NS9414,1 ROW PREM LTHRTTE CHARCO,249.99,183.32,TRUE,1,1,0,1,FALSE,CSCQ12NS9414,,(BDRK)
COVERKING,C37,Q13HI7315,1 ROW PREM LTHRETTE SOLID,249.99,179.16,TRUE,1,1,0,1,FALSE,CSCQ13HI7315,,(BDRK)
COVERKING,C37,Q1CH7284,FRNT 10 COL BLK,249.99,179.16,TRUE,1,1,0,1,FALSE,CSCQ1CH7284,,(BDRK)
COVERKING,C37,Q1CH7285,BACK 10 COL BLK,249.99,179.16,TRUE,1,1,0,1,FALSE,CSCQ1CH7285,,(BDRK)
COVERKING,C37,Q1DG7058,CUSTOM SEAT COVERS (1 ROW,249.99,157.99,TRUE,1,1,0,1,FALSE,CSCQ1DG7058,,(BDRK)
COVERKING,C37,Q5LN7011,CASHMR LTHRETE LINC NAV,249.99,162.24,TRUE,0,1,0,1,FALSE,CSCQ5LN7011,,(BDRK)
COVERKING,C37,RH1RM1017,1 ROW RHINOHIDE BLACK,249.99,183.33,TRUE,0,3,0,1,FALSE,CSCRH1RM1017,,(BDRK)
COVERKING,C37,SPC132,WRANG R BLKNEO SEAT 97-02,169.99,124.66,TRUE,1,2,0,1,FALSE,SPC132,,(BDRK)
COVERKING,C37,SPC142,WRANG R BK/BLU SEAT 03-06,169.99,132.7,TRUE,0,1,0,1,FALSE,SPC142,,(BDRK)
COVERKING,C37,SPC150,WRANG F BK/YLW SEAT 92-95,169.99,132.7,TRUE,0,1,0,1,FALSE,SPC150,,(BDRK)
COVERKING,C37,SPC187,WRANG4DR F BK/CHA SEAT 07,169.99,132.59,TRUE,0,1,0,1,FALSE,SPC187,,(BDRK)
COVERKING,C37,SPC262,CUSTOM SEAT COVERS (1 ROW,169.99,113.32,TRUE,1,1,0,1,FALSE,SPC262,,(BDRK)
COVERKING,C37,SPC359,CUSTOM SEAT COVERS (1 ROW,169.99,130.32,TRUE,0,1,0,1,FALSE,SPC359,,(BDRK)
COVERKING,C37,SPC362,CUSTOM SEAT COVERS (1 ROW,169.99,138.13,TRUE,1,3,0,1,FALSE,SPC362,,(BDRK)
COVERKING,C37,SPC370,CUSTOM SEAT COVERS (1 ROW,169.99,113.32,TRUE,1,2,0,1,FALSE,SPC370,,(BDRK)
COVERKING,C37,SPC371,CUSTOM SEAT COVERS (1 ROW,169.99,124.66,TRUE,0,1,0,1,FALSE,SPC371,,(BDRK)
COVERKING,C37,SPC386,CUSTOM SEAT COVERS (1 ROW,169.99,113.32,TRUE,1,2,0,1,FALSE,SPC386,,(BDRK)
COVERKING,C37,SPC407,CUSTOM SEAT COVERS (1 ROW,169.99,121.83,TRUE,2,3,0,1,FALSE,SPC407,,(BDRK)
COVERKING,C37,SPC410,CUSTOM SEAT COVERS (1 ROW,169.99,113.32,TRUE,3,6,0,1,FALSE,SPC410,,(BDRK)
COVERKING,C37,SPC411,CUSTOM SEAT COVERS (1 ROW,169.99,152.99,TRUE,0,1,0,1,FALSE,SPC411,,(BDRK)
COVERKING,C37,SPC454,CSTM ST CVR 13 WRANGLER-R,169.99,146.53,TRUE,0,1,0,1,FALSE,SPC454,,(BDRK)
COVERKING,C37,SPC455,CSTM ST CVR 13 WRANGLER-R,169.99,127.49,TRUE,2,3,0,1,FALSE,SPC455,,(BDRK)
COVERKING,C37,UVCCAR4S98,UNV CVRGD SDN TO 19',30,30,TRUE,1,1,0,1,FALSE,UVCCAR4S98,,(BDRK)
AIR LIFT,A13,10583,U BOLT,1.03,0.82,TRUE,44,50,0,1,FALSE,10583,,BBCG
AIR LIFT,A13,10594,U BOLT,1.05,0.86,TRUE,4,4,0,1,FALSE,10594,,BBCG
AIR LIFT,A13,10966,MAGNET,12.81,10.25,TRUE,19,41,0,1,FALSE,10966,,BBCG
AIR LIFT,A13,10980,2 GALLON AIR TANK,94.82,72.82,TRUE,7,35,0,1,FALSE,10980,,BBCG
AIR LIFT,A13,10991,5 GALLON AIR TANK,124.46,95.59,TRUE,1,5,0,1,FALSE,10991,,BBCG
AIR LIFT,A13,10997,12 GAL TANK/10X44'W/8 1/2,168.57,130.98,TRUE,3,3,0,1,FALSE,10997,,BBCG
AIR LIFT,A13,11951,ROLL Z PL,3.69,2.95,TRUE,16,50,0,1,FALSE,11951,,BBCG
AIR LIFT,A13,16060,COMP VIARIR BLK BOX,60.93,46.79,TRUE,15,50,0,1,FALSE,16060,,BBCG
AIR LIFT,A13,16092,COMPRESSOR,92.22,70.82,TRUE,22,50,0,1,FALSE,16092,,BBCG
AIR LIFT,A13,16130,COMPRESSOR 12V,121.99,93.69,TRUE,1,3,0,1,FALSE,16130,,BBCG
AIR LIFT,A13,16190,COMPRSR 12V 1.94 CFM,192.72,148.01,TRUE,2,6,0,1,FALSE,16190,,BBCG
AIR LIFT,A13,16380,COMP CONT DUTY 200PSI,205.48,157.81,TRUE,4,16,0,1,FALSE,16380,,BBCG
AIR LIFT,A13,16444,VIAIR 440C COMPRESSOR,200.55,163.15,TRUE,0,1,0,1,FALSE,16444,,BBCG
AIR LIFT,A13,16450,CONTN DUTY COMPRESSOR,241.17,185.22,TRUE,2,10,0,1,FALSE,16450,,BBCG
AIR LIFT,A13,16480,VIAIR 480C COMPRESSOR,273.17,209.79,TRUE,0,4,0,1,FALSE,16480,,BBCG
AIR LIFT,A13,18435,NUT NYLON 3/8',0.1,0.08,TRUE,0,5,0,1,FALSE,18435,,BBCG
AIR LIFT,A13,21455,DBL BARB VALVE,1.85,1.48,TRUE,4,12,0,1,FALSE,21455,,BBCG
AIR LIFT,A13,21633,PUSH LOCK VALVE,12.46,9.59,TRUE,0,11,0,1,FALSE,21633,,BBCG
AIR LIFT,A13,21737,PIPE PLUGS 3/8' NPT,2.68,2.18,TRUE,1,1,0,1,FALSE,21737,,BBCG
AIR LIFT,A13,21738,BUSHINGS 3/8MNPTX1/4FNPT,3.8,2.85,TRUE,1,1,0,1,FALSE,21738,,BBCG
AIR LIFT,A13,21779,ELBOW MALE - 1/4' MNPT X,2.51,2.01,TRUE,2,2,0,1,FALSE,21779,,BBCG
AIR LIFT,A13,21834,FITTING,7.69,5.7,TRUE,0,2,0,1,FALSE,21834,,BBCG
AIR LIFT,A13,21837,1/8 MNPT X 1/4 TUB SWL,4.92,3.91,TRUE,50,50,0,1,FALSE,21837,,BBCG
AIR LIFT,A13,21838,TEE-NYLON,3.55,2.82,TRUE,50,50,0,1,FALSE,21838,,BBCG
AIR LIFT,A13,21842,WYE  1/4' PTC,19.6,15.95,TRUE,1,1,0,1,FALSE,21842,,BBCG
AIR LIFT,A13,22007,HOSE KIT,26.48,21.05,TRUE,10,17,0,1,FALSE,22007,,BBCG
AIR LIFT,A13,22022,FR HSE KIT/P30OEM AIR SPR,34.76,27.46,TRUE,2,2,0,1,FALSE,22022,,BBCG
AIR LIFT,A13,22029,REPL HOSE F/2000&5000 KIT,14.71,11.77,TRUE,30,50,0,1,FALSE,22029,,BBCG
AIR LIFT,A13,24290,BLOW OFF VALVE 200 PSI,13.96,10.79,TRUE,2,6,0,1,FALSE,24290,,BBCG
AIR LIFT,A13,24410,BADBOY VALVE 10MM 3/8,86.99,68.9,TRUE,8,12,0,1,FALSE,24410,,BBCG
AIR LIFT,A13,24544,85-105 PRESSURE SWITCH,33.35,26.68,TRUE,0,13,0,1,FALSE,24544,,BBCG
AIR LIFT,A13,24551,110-145 UNVR PRESS SWITCH,33.35,26.68,TRUE,4,26,0,1,FALSE,24551,,BBCG
AIR LIFT,A13,24575,145-175 PRESS SWITCH,33.35,26.68,TRUE,1,6,0,1,FALSE,24575,,BBCG
AIR LIFT,A13,24636,SELENOID,51.96,40.94,TRUE,2,7,0,1,FALSE,24636,,BBCG
AIR LIFT,A13,25194,GAUGE 2' SINGLE ANALOG,46.89,37.51,TRUE,2,12,0,1,FALSE,25194,,BBCG
AIR LIFT,A13,25196,BRACKET AND GAUGE,4.71,3.62,TRUE,1,11,0,1,FALSE,25196,,BBCG
AIR LIFT,A13,25490,SMARTAIR II,451.28,346.58,TRUE,6,41,0,1,FALSE,25490,,BBCG
AIR LIFT,A13,25491,SMARTAIR II,899.02,698.54,TRUE,4,26,0,1,FALSE,25491,,BBCG
AIR LIFT,A13,25572,DOUBLE QUICK SHOT,674.85,539.88,TRUE,2,11,0,1,FALSE,25572,,BBCG
AIR LIFT,A13,25592,LOAD CONTROLLER II W/LPS,241.02,192.82,TRUE,48,50,0,1,FALSE,25592,,BBCG
AIR LIFT,A13,25651,COACH LEVEL SOLENOID98-01,508.82,407.06,TRUE,1,3,0,1,FALSE,25651,,BBCG
AIR LIFT,A13,25655,SNGL PANEL LEVEL CONTROL,380.28,304.22,TRUE,6,22,0,1,FALSE,25655,,BBCG
AIR LIFT,A13,25690,QUICK SHOT COMPRESSOR SYS,551.67,441.34,TRUE,4,24,0,1,FALSE,25690,,BBCG
AIR LIFT,A13,25804,AIR SHOCK CONTROL KIT,163.79,131.03,TRUE,23,46,0,1,FALSE,25804,,BBCG
AIR LIFT,A13,25812,LOAD CONTROLLER II DUAL,355.64,284.51,TRUE,2,13,0,1,FALSE,25812,,BBCG
AIR LIFT,A13,25850,LOAD CNTRLR SNGL STD DUTY,253.34,202.67,TRUE,19,50,0,1,FALSE,25850,,BBCG
AIR LIFT,A13,25852,LOAD CNTRLR DUAL STD DUTY,411.34,329.07,TRUE,5,11,0,1,FALSE,25852,,BBCG
AIR LIFT,A13,25854,LOAD CNTRLR SNGL HD,291.9,233.52,TRUE,22,50,0,1,FALSE,25854,,BBCG
AIR LIFT,A13,25856,LOAD CNTRLR DUAL HD,444.55,355.64,TRUE,10,44,0,1,FALSE,25856,,BBCG
AIR LIFT,A13,25870,WIRELESS1 ONBRD AIR CNTRL,393.67,314.94,TRUE,32,50,0,1,FALSE,25870,,BBCG
AIR LIFT,A13,25980,WIRELESSONE (2ND GENERATI,434.28,347.42,TRUE,0,15,0,1,FALSE,25980,,BBCG
AIR LIFT,A13,25980EZ,WIRELESSONE(2ND GEN)W/EZ,561.88,449.5,TRUE,0,3,0,1,FALSE,25980EZ,,BBCG
AIR LIFT,A13,26042,5 PSI SENSOR,25.09,20.07,TRUE,5,5,0,1,FALSE,26042,,BBCG
AIR LIFT,A13,26156,GAUGE ASSEMBLY,43.92,34.92,TRUE,10,39,0,1,FALSE,26156,,BBCG
AIR LIFT,A13,26157,GAUGE PANEL DUAL NDDL,120.35,93.51,TRUE,1,1,0,1,FALSE,26157,,BBCG
AIR LIFT,A13,26161,SINGLE PANEL W/PADDLE SW,74.99,58.64,TRUE,16,50,0,1,FALSE,26161,,BBCG
AIR LIFT,A13,26227,E/S SNGL NDDL 150PSI,37.49,29.54,TRUE,4,6,0,1,FALSE,26227,,BBCG
AIR LIFT,A13,26228,E/S DBL NEEDLE 150PSI,72.48,55.66,TRUE,1,2,0,1,FALSE,26228,,BBCG
AIR LIFT,A13,26229,DUAL NDL PANEL W/2PADDLE,150.54,112.45,TRUE,0,6,0,1,FALSE,26229,,BBCG
AIR LIFT,A13,26238,SOLENOID SMART AIR SYS,59.57,48.22,TRUE,3,3,0,1,FALSE,26238,,BBCG
AIR LIFT,A13,26514,HARNESS,44.64,35.71,TRUE,3,6,0,1,FALSE,26514,,BBCG
AIR LIFT,A13,26558,AIR LIFT 72700 WIRELESS M,362.16,289.73,TRUE,4,13,0,1,FALSE,26558,,BBCG
AIR LIFT,A13,27666,4-WAY MANUAL CONTROL SYS,888.46,710.77,TRUE,1,3,0,1,FALSE,27666,,BBCG
AIR LIFT,A13,27671,AUTPLT V2 DGTL AIR MNGMNT,1507.69,1226.56,TRUE,3,3,0,1,FALSE,27671,,BBCG
AIR LIFT,A13,33304,PART,6.82,5.46,TRUE,4,5,0,1,FALSE,33304,,BBCG
AIR LIFT,A13,50201,REPLACEMENT BELLOWS,126.86,99.97,TRUE,16,50,0,1,FALSE,50201,,BBCG
AIR LIFT,A13,50202,REPLACEMENT KIT,68.9,54.5,TRUE,3,5,0,1,FALSE,50202,,BBCG
AIR LIFT,A13,50203,REPLCMNT SLEEV F/58171,96.74,76.71,TRUE,16,50,0,1,FALSE,50203,,BBCG
AIR LIFT,A13,50208,REPLACEMENT KIT,96.74,71.68,TRUE,0,1,0,1,FALSE,50208,,BBCG
AIR LIFT,A13,50252,1B6 REPLACEMNT BELLOWS,126.86,100.6,TRUE,8,14,0,1,FALSE,50252,,BBCG
AIR LIFT,A13,50254,SLEEVE BOLT AND WASHER,96.74,76.62,TRUE,11,44,0,1,FALSE,50254,,BBCG
AIR LIFT,A13,50255,REPALCMT SLEEVE,75.98,60.78,TRUE,0,2,0,1,FALSE,50255,,BBCG
AIR LIFT,A13,50256,REPLACEMENT SLEEVE,96.74,76.52,TRUE,0,5,0,1,FALSE,50256,,BBCG
AIR LIFT,A13,50259,REPLACMNT SLEEVE,75.98,59.87,TRUE,0,5,0,1,FALSE,50259,,BBCG
AIR LIFT,A13,50264,REPL AIR BAG,94.9,75.92,TRUE,1,1,0,1,FALSE,50264,,BBCG
AIR LIFT,A13,50266,REPLACEMENT SLEEVES,75.98,60.33,TRUE,8,18,0,1,FALSE,50266,,BBCG
AIR LIFT,A13,50270,REPLACEMENT BAG 59530,75.98,60.4,TRUE,4,6,0,1,FALSE,50270,,BBCG
AIR LIFT,A13,50284,REPLACEMENT SLEEVE,94.9,74.78,TRUE,0,1,0,1,FALSE,50284,,BBCG
AIR LIFT,A13,50290,AIR BAG FOR SUSP KIT,94.9,75.35,TRUE,5,27,0,1,FALSE,50290,,BBCG
AIR LIFT,A13,50291,REPLACEMENT BAG,75.98,59.95,TRUE,3,7,0,1,FALSE,50291,,BBCG
AIR LIFT,A13,50293,AIR BAG REPLACEMENT,100,79.4,TRUE,0,11,0,1,FALSE,50293,,BBCG
AIR LIFT,A13,50294,REAR REPLACEMENT BAG,100,79,TRUE,0,3,0,1,FALSE,50294,,BBCG
AIR LIFT,A13,50297,REPLACEMENT AIR SPRING -,109.86,84.37,TRUE,6,18,0,1,FALSE,50297,,BBCG
AIR LIFT,A13,50298,KIT  REPL  KIT# 57200,109.5,84.31,TRUE,0,2,0,1,FALSE,50298,,BBCG
AIR LIFT,A13,50739,ECU SENSOR,162.42,132.13,TRUE,2,2,0,1,FALSE,50739,,BBCG
AIR LIFT,A13,52202,AIRCELL KIT,188.96,151.17,TRUE,0,1,0,1,FALSE,52202,,BBCG
AIR LIFT,A13,52203,AIRCELL KIT,188.96,151.17,TRUE,0,2,0,1,FALSE,52203,,BBCG
AIR LIFT,A13,52204,AIRCELL KIT,188.96,151.17,TRUE,2,3,0,1,FALSE,52204,,BBCG
AIR LIFT,A13,52207,AIRCELL KIT,188.96,151.17,TRUE,0,1,0,1,FALSE,52207,,BBCG
AIR LIFT,A13,52211,AIRCELL KIT,188.96,151.17,TRUE,0,1,0,1,FALSE,52211,,BBCG
AIR LIFT,A13,52215,AIRCELL KIT,188.96,151.17,TRUE,0,5,0,1,FALSE,52215,,BBCG
AIR LIFT,A13,52218,AIRCELL KIT,188.96,151.17,TRUE,0,1,0,1,FALSE,52218,,BBCG
AIR LIFT,A13,52300,ULT PLUS HSE & FTG UPGRAD,80.44,64.35,TRUE,5,11,0,1,FALSE,52300,,BBCG
AIR LIFT,A13,52420,2' SPACER,74.78,59.82,TRUE,16,50,0,1,FALSE,52420,,BBCG
AIR LIFT,A13,52440,4' SPACER,85.12,65.54,TRUE,7,50,0,1,FALSE,52440,,BBCG
AIR LIFT,A13,52445,4' ANGLED SPACER,85.12,68.1,TRUE,3,18,0,1,FALSE,52445,,BBCG
AIR LIFT,A13,52460,6' SPACER,91.47,73.18,TRUE,8,35,0,1,FALSE,52460,,BBCG
AIR LIFT,A13,52465,6' ANGLED SPACER,91.47,73.18,TRUE,5,23,0,1,FALSE,52465,,BBCG
AIR LIFT,A13,57105,LOAD LIFTER 5000,387.19,309.75,TRUE,3,5,0,1,FALSE,57105,,BBCG
AIR LIFT,A13,57131,AIR LIFT SUPER DUTY KIT,387.19,309.75,TRUE,3,5,0,1,FALSE,57131,,BBCG
AIR LIFT,A13,57132,2WD FORD EXCURSION,387.19,309.75,TRUE,0,3,0,1,FALSE,57132,,BBCG
AIR LIFT,A13,57140,AIR LIFT SUPER DUTY KIT,387.19,309.75,TRUE,2,2,0,1,FALSE,57140,,BBCG
AIR LIFT,A13,57154,SUPER DUTY 500 KIT,387.19,309.75,TRUE,2,4,0,1,FALSE,57154,,BBCG
AIR LIFT,A13,57200,SUPERDUTY,390.58,312.46,TRUE,25,50,0,1,FALSE,57200,,BBCG
AIR LIFT,A13,57203,LOAD LIFTER,390.58,312.46,TRUE,2,2,0,1,FALSE,57203,,BBCG
AIR LIFT,A13,57204,LOADLIFTER 5000 FOR HALF,390.58,312.46,TRUE,50,50,0,1,FALSE,57204,,BBCG
AIR LIFT,A13,57205,Superduty Air Lift Kit air bag system Chevrolet Express 1996-2003 3/4 ton and GMC Savanna 3/4 ton 8600 GVWR and above,390.58,312.46,TRUE,2,10,0,1,FALSE,57205,,BBCG
AIR LIFT,A13,57211,LOADLIFTER 5000 FOR HALF,390.58,312.46,TRUE,0,2,0,1,FALSE,57211,,BBCG
AIR LIFT,A13,57212,Air Bag Suspension KIt: 2005-2006 Ford Pick Up Full Size F250 F350 Super Duty; without 5th wheel hitch; standard ride high,401.96,321.57,TRUE,2,14,0,1,FALSE,57212,,BBCG
AIR LIFT,A13,57213,SUSP LEVELING KIT,390.58,312.46,TRUE,5,17,0,1,FALSE,57213,,BBCG
AIR LIFT,A13,57215,LOAD LIFTER 5000,390.58,312.46,TRUE,10,48,0,1,FALSE,57215,,BBCG
AIR LIFT,A13,57216,LOAD LIFTER 5000,390.58,312.46,TRUE,5,24,0,1,FALSE,57216,,BBCG
AIR LIFT,A13,57219,LOAD LIFTER 5000,390.58,312.46,TRUE,0,2,0,1,FALSE,57219,,BBCG
AIR LIFT,A13,57228,KIT FORD F150 2WD,401.96,321.57,TRUE,0,12,0,1,FALSE,57228,,BBCG
AIR LIFT,A13,57229,SUSP LEVELING KIT,390.58,312.46,TRUE,2,14,0,1,FALSE,57229,,BBCG
AIR LIFT,A13,57230,LOADLIFTER 5000 FOR HALF,390.58,312.46,TRUE,5,8,0,1,FALSE,57230,,BBCG
AIR LIFT,A13,57233,SUSP LEVELING KIT,390.58,312.46,TRUE,2,8,0,1,FALSE,57233,,BBCG
AIR LIFT,A13,57242,SUPER DTY KIT CLSS C 96-9,390.58,307.78,TRUE,4,10,0,1,FALSE,57242,,BBCG
AIR LIFT,A13,57245,SUPDTY CLS C G3500 2003,390.58,312.46,TRUE,5,7,0,1,FALSE,57245,,BBCG
AIR LIFT,A13,57250,SUPDUTY KT-4WD SILVR99-03,390.58,312.46,TRUE,4,14,0,1,FALSE,57250,,BBCG
AIR LIFT,A13,57257,LOADLIFTER 5000 FOR HALF,390.58,312.46,TRUE,1,3,0,1,FALSE,57257,,BBCG
AIR LIFT,A13,57268,2015 F150  AIR SPRING KIT,390.58,312.46,TRUE,2,13,0,1,FALSE,57268,,BBCG
AIR LIFT,A13,57272,LOADLIFTER 5000 AIRBAG KI,390.58,312.46,TRUE,1,19,0,1,FALSE,57272,,BBCG
AIR LIFT,A13,57275,KIT SD FOR CVY/GMC3500,379.2,303.36,TRUE,14,50,0,1,FALSE,57275,,BBCG
AIR LIFT,A13,57284,LOAD LIFTER 5000 KIT,390.58,312.46,TRUE,23,50,0,1,FALSE,57284,,BBCG
AIR LIFT,A13,57286,AIR BAG KIT CHEVY OR GM,390.58,312.46,TRUE,2,8,0,1,FALSE,57286,,BBCG
AIR LIFT,A13,57289,14 RAM W/FACTORY AIR SUSP,390.58,312.46,TRUE,4,50,0,1,FALSE,57289,,BBCG
AIR LIFT,A13,57291,Air Bag Suspension Kit: 1999-2006 Ford Pick Up Full Size F250 F350 Super Duty 4 wheel drive; rear kit; with B&W Hitch,390.58,312.46,TRUE,1,4,0,1,FALSE,57291,,BBCG
AIR LIFT,A13,57295,Air Bag Suspension Kit: 2003-2007 Dodge Pick Up Full Size; Air Bag Suspension Kit,390.58,312.46,TRUE,10,50,0,1,FALSE,57295,,BBCG
AIR LIFT,A13,57297,Air Bag Suspension Kit: 2003-2006 Dodge Pick Up Full Size 3/4 ton 2wd; 2003-2006 Dodge Pick Up Full Size 1 ton 2wd; provides up to 5 000 lbs of leveling support; each kit is complete with air bellows  inflation valves  air lines  fittings  brackets  mounting hardware  and detailed installation manual,390.58,312.46,TRUE,0,11,0,1,FALSE,57297,,BBCG
AIR LIFT,A13,57298,RIDE CTRL KIT FORD 71-04,390.58,312.46,TRUE,2,5,0,1,FALSE,57298,,BBCG
AIR LIFT,A13,57338,LOADLIFTR 5000 AIR SPR KT,472.38,377.9,TRUE,18,50,0,1,FALSE,57338,,BBCG
AIR LIFT,A13,57340,SUPERDTY KIT EXPDTON00-03,405.49,324.39,TRUE,1,3,0,1,FALSE,57340,,BBCG
AIR LIFT,A13,57345,AIR SPRING KIT,405.49,324.39,TRUE,6,21,0,1,FALSE,57345,,BBCG
AIR LIFT,A13,57370,LOADLIFTER 5000 AIR SPRIN,405.49,324.39,TRUE,50,50,0,1,FALSE,57370,,BBCG
AIR LIFT,A13,57390,LOAD LIFTER F250/350,405.49,324.39,TRUE,3,23,0,1,FALSE,57390,,BBCG
AIR LIFT,A13,57391,LOAD LIFTER 5000 AIR SPRI,405.49,324.39,TRUE,1,1,0,1,FALSE,57391,,BBCG
AIR LIFT,A13,57393,AIRBAG SUSPENSION KIT,405.49,324.39,TRUE,3,8,0,1,FALSE,57393,,BBCG
AIR LIFT,A13,57395,LOADLFTR 5000 AIR SPRG KT,417.29,333.83,TRUE,1,14,0,1,FALSE,57395,,BBCG
AIR LIFT,A13,57396,LOADLIFTR 5000 AIR SPR KT,417.29,333.83,TRUE,14,50,0,1,FALSE,57396,,BBCG
AIR LIFT,A13,57397,LOADLIFTER 5000 AIR SP KT,405.49,324.39,TRUE,0,4,0,1,FALSE,57397,,BBCG
AIR LIFT,A13,57398,FORD KIT,417.29,333.83,TRUE,10,35,0,1,FALSE,57398,,BBCG
AIR LIFT,A13,57399,SUSP LEVELING KIT,417.29,333.83,TRUE,29,50,0,1,FALSE,57399,,BBCG
