Item Code,Short Description,Category,Sub Category,Long Description,Image Name,Retail,Under $1000,$1000+,Weight,UPC,Vendor,Type
CHILDLEASH-Y,Wireless Child Leash Yellow and Black,Child Safety,Anti Lost Alarm,"The Wireless Child Leash wristband is great for keeping track of your children and easily misplaced possessions. It has a two way alarm so that your child can press one button to alert you if they are lost or in trouble. When the Wireless Child Leash wristband goes outside of the set distance the alarm will alert you wirelessly and sound an alarm on your phone. This can be used to keep track of your child elderly loved ones pet phone laptop or keys. Just about anyone or anything that is very important to you! The alarm can easily be removed from the wrist band to be used on  other important items. The easy to use app for IOS or Android makes it very easy to operate. The IOS app will support up to 4 units at one time. The Android app will support 1 unit at a time. It has a range of 10 to 100 feet in open areas. This will be less with objects or walls in between. The battery can last up to 6 months on standby. Easy to operate and connect offering a safe way to keep track of the priceless things in your life.   
Specification
Material: ABS + silicone
Range: 10-100 feet
Decibels: 70dB
Batteries: 2032 button cell included.
Battery Life: 6 months long on standby. 
Working Frequency: 2402MHz - 2480MHz
Works with: IOS system (supports 4 units) and Android (supports 1 unit)
Dimensions: 9 7/8"" in x 1/2"" in x 3/4"" 
Weight: .15 lbs
",Click Here for Images,24.95,12.63,12.12,0.15,747670401828,SafetyTechnology,Self Defense
CR-123A,Lithium Batteries,Stun Guns,Batteries,We include the Lithium Batteries for FREE with the Hot Shot and Runt Stun Guns. When you are ready for replacements or would like to buy extra we have them.,Click Here for Images,3.95,1.52,1.37,0.06,747670400968,SafetyTechnology,Self Defense
DC-2,Electronic Dog Repeller,Animal Repellent,Dog Chaser,"Using the latest ultrasonic technology the SUPER DOGCHASER uses two ways to repel a dog. One is the discomforting but not harmful high frequency sound (20000Hz-25000Hz) audible to dogs but not to humans. And the second is a super bright LED flashing strobe that temporarily blinds and confuses the dog.

Dimensions: 4-3/4"" x 1-3/4"" x 3/4""

Helps stop the approach of unwanted dogs up to 40 feet. Also has a training setting. Can be used as a flashlight. Requires one 9 volt battery (not included)",Click Here for Images,19,11.87,11.35,0.17,747670400012,SafetyTechnology,Self Defense
D-FASH-MIXED,12 PS-1FASHION Sprays with Counter Display 2 of each color,Pepper Spray,Pepper Shot Pepper Spray Display,12 PS-1FASHION Sprays with Counter Display 2 of each color,Click Here for Images,131.4,33.72,31.22,2.6,747670200926,SafetyTechnology,Self Defense
DISPLAY-DG,"Drink Guard 5"" x 7"" Clear Acrylic Display with Card Holder and Drink Guard insert. The Card holder will hold 5 Drink Guards. ",Personal Protection,Displays,"Drink Guard 5"" x 7"" Clear Acrylic Display with Card Holder and Drink Guard insert. The Card holder will hold 5 Drink Guard kits. ",Click Here for Images,10,5.1,5.1,0.65,747670401415,SafetyTechnology,Self Defense
D-PS1A-BLACK,12 PS-1ABLACK with Counter Display,Pepper Spray,Pepper Shot Pepper Spray Display,12 PS-1ABLACK with Counter Display,Click Here for Images,114,29.36,26.86,2.6,747670200841,SafetyTechnology,Self Defense
D-PS1A-MIXED,12 PS-1A (3 Black 3 Blue 3 Pink 3 Red) with Counter Display,Pepper Spray,Pepper Shot Pepper Spray Display,12 PS-1A (3 Black 3 Blue 3 Pink 3 Red) with Counter Display,Click Here for Images,114,29.36,26.86,2.6,747670200865,SafetyTechnology,Self Defense
D-PS1A-PINK,12 PS-1APINK with Counter Display,Pepper Spray,Pepper Shot Pepper Spray Display,12 PS-1APINK with Counter Display,Click Here for Images,114,29.36,26.86,2.6,747670200858,SafetyTechnology,Self Defense
D-PS1-BLACK,12 PS-1BLACK with Counter Display,Pepper Spray,Pepper Shot Pepper Spray Display,12 PS-1BLACK with Counter Display,Click Here for Images,114,29.36,26.86,2.6,747670200872,SafetyTechnology,Self Defense
D-PS1-MIXED,12 PS-1 (3 Black 3 Blue 3 Pink 3 Red) with Counter Display,Pepper Spray,Pepper Shot Pepper Spray Display,12 PS-1 (3 Black 3 Blue 3 Pink 3 Red) with Counter Display,Click Here for Images,114,29.36,26.86,2.6,747670200896,SafetyTechnology,Self Defense
D-PS1-PINK,12 PS-1PINK with Counter Display,Pepper Spray,Pepper Shot Pepper Spray Display,12 PS-1PINK with Counter Display,Click Here for Images,114,29.36,26.86,2.6,747670200889,SafetyTechnology,Self Defense
D-PS2,12 PS-2 with Counter Display,Pepper Spray,Pepper Shot Pepper Spray Display,12 PS-2 with Counter Display,Click Here for Images,107.4,26.86,24.36,2.3,747670200834,SafetyTechnology,Self Defense
D-PS-3,12 Pepper Pens with Counter Display,Pepper Spray,Pepper Shot Pepper Spray Display,12 Pepper Pens with Counter Display,Click Here for Images,119.4,34.35,31.85,2.6,747670200827,SafetyTechnology,Self Defense
D-PS-LS-MIXED,12 Mixed Lipstick spray (3 Black 3 Silver 3 Red 3 Pink) with Counter Display,Pepper Spray,Pepper Shot Pepper Spray Display,12 Mixed Lipstick spray (3 Black 3 Silver 3 Red 3 Pink) with Counter Display,Click Here for Images,155.4,50.59,48.09,2.2,747670200803,SafetyTechnology,Self Defense
D-PS-LS-PINK,12 PS-LS-PINK with Counter Display,Pepper Spray,Pepper Shot Pepper Spray Display,12 PS-LS-PINK with Counter Display,Click Here for Images,155.4,50.59,48.09,2.2,747670200780,SafetyTechnology,Self Defense
DRINKGUARD,Drink Guard Date Rape Drug Detector,Personal Protection,Date Rape Drug Tester,"Drink Guard Date Rape Drug Detector. This is a test kit to test your drinks for hidden drugs. Each test kit comes with 10 Test cards each card has 2 test on each card. The test is easy to perform just put a drop of your drink on the test area and wait until it dries. You will then know if your drink is safe to drink or may have a hidden drug inside. Use these test strips to detect the possible presence of illicit Date Rape drugs like GHB and Ketamine in alcoholic and non-alcoholic beverages. Drug-facilitated sexual assault commonly known as ""Date Rape"" occurs when illicit drugs are slipped into an unsuspecting victim's drink. Each book measures 3 1/2"" x 2 1/2""",Click Here for Images,9.95,4.54,4.34,0.1,747670401095,SafetyTechnology,Self Defense
DS-2LITER,2 Liter Coke Bottle Diversion Safe,Diversion Safes,Drink Diversion Safe,"DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. 2 Liter Coke Bottle Diversion Safe Interior dimensions of safe 3"" x 3 1/2"" ",Click Here for Images,39.95,24.22,23.7,1,747670401651,SafetyTechnology,Self Defense
DS-7UP,7UP Diversion Safe,Diversion Safes,Drink Diversion Safes,"DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. Interior dimensions of safe 1 ¼"" x 2 ¼"" x ¾""",Click Here for Images,10,3.86,3.35,0.7,747670400333,SafetyTechnology,Self Defense
DS-AIRFRSH,Vanilla Passion Air Freshener Diversion Safe,Diversion Safes,Household Diversion Safes,"DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. Vanilla Passion Air Freshener Diversion Safe Interior dimensions of safe 3 3/4"" x 1 5/8""",Click Here for Images,25.95,14.59,14.07,0.65,747670401682,SafetyTechnology,Self Defense
DS-AJAXLG,Ajax 21oz ,Diversion Safes,Household Diversion Safes,"Ajax 21oz Diversion Safe Interior dimensions of safe 1¾"" x 5 ½"" ",Click Here for Images,21.95,9.21,8.7,1,747670400883,SafetyTechnology,Self Defense
DSAL-2,Super Door Stop Alarm,Home Protection,Home Alarms,Use the SUPER DOOR STOP ALARM as an entry alarm and to block a door from being opened. If anyone tries to open the door this 120dB alarm will sound. Alarm stops when pressure is released from door stop plate. There is also a movement sensor with adjustable sensitivity that will activate the alarm if it’s tampered with. On/off switch is on the back of the alarm and includes a low battery indicator light. Uses one 9-volt battery (not included).,Click Here for Images,9.95,2.8,2.6,0.35,747670300046,SafetyTechnology,Self Defense
DS-AQUANET,Aquanet Hairspray ,Diversion Safes,Household Diversion Safes,"DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. Interior dimensions of safe 2"" x 4 3/8"" ",Click Here for Images,19,11.4,10.88,0.85,747670400401,SafetyTechnology,Self Defense
DS-ARIZONA,Arizona Tea Diversion Safe,Diversion Safes,Drink Diversion Safes,"DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. Interior dimensions of safe 1 ¼"" x 2 ¼"" x ¾""",Click Here for Images,12.5,8.33,7.81,1.45,747670400463,SafetyTechnology,Self Defense
DS-AWROOTBEER,A&W Rootbeer Diversion Safe,Diversion Safes,Drink Diversion Safes,"DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. Interior dimensions of safe 1 ¼"" x 2 ¼"" x ¾""",Click Here for Images,10,3.86,3.35,0.7,747670400319,SafetyTechnology,Self Defense
DS-AXE,Axe Body Spray Diversion Safe. ,Diversion Safes,Household Diversion Safes,"Axe Body Spray Diversion Safe. Interior dimensions 3"" x 1 1/8""",Click Here for Images,22.95,13.22,13.02,0.45,747670401125,SafetyTechnology,Self Defense
DS-BARBASOL,Barbasol Diversion Safe,Diversion Safes,Household Diversion Safes,"DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. Interior dimensions of safe 1 ¼"" x 2 ¼"" x ¾""",Click Here for Images,19,11.4,10.88,0.41,747670400395,SafetyTechnology,Self Defense
DS-BEER,Beer Can Diversion Safe,Diversion Safes,Drink Diversion Safes,"DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. Interior dimensions of safe 1 ¼"" x 2 ¼"" x ¾""",Click Here for Images,12,4.9,4.39,0.7,747670400357,SafetyTechnology,Self Defense
DS-BFLAG,Black Flag Insect Spray Diversion Safe,Diversion Safes,Household Diversion Safes,"DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. Black Flag Insect Spray Diversion Safe Interior dimensions of safe 3 3/4"" x 1 1/2""",Click Here for Images,25.95,14.59,14.07,0.55,747670401699,SafetyTechnology,Self Defense
DS-BOOK,Book Diversion Safe,Diversion Safes,Household Diversion Safes,"DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. Interior dimensions of book safe 6 ¾"" x 3 ¾"" x 1""",Click Here for Images,19,8.12,7.81,1.33,747670400234,SafetyTechnology,Self Defense
DS-BRAKE2,JB Brake Cleaner ,Diversion Safes,Household Diversion Safes,"JB Brake Cleaner Diversion Safe Interior dimensions of safe 1¼"" x 3¾""",Click Here for Images,24.95,15.3,14.79,0.6,747670400890,SafetyTechnology,Self Defense
DS-BRUSH,Hair Brush ,Diversion Safes,Household Diversion Safes,"Hair Brush Diversion Safe Interior dimensions of safe 1"" x 3 ¾"" ",Click Here for Images,24.95,8.95,8.5,0.6,747670400685,SafetyTechnology,Self Defense
DS-CHERRY7UP,Cherry 7UP Diversion Safe,Diversion Safes,Drink Diversion Safes,"DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. Interior dimensions of safe 1 ¼"" x 2 ¼"" x ¾""",Click Here for Images,10,3.86,3.35,0.7,747670400326,SafetyTechnology,Self Defense
DS-COFFEE,Maxwell House Coffee ,Diversion Safes,Household Diversion Safes,"Maxwell House Coffee Diversion Safe Interior dimensions of safe 3"" x 3½""",Click Here for Images,27.95,17.91,17.38,0.75,747670400760,SafetyTechnology,Self Defense
DS-COKE,Coca-Cola Can Safe,Diversion Safes,Drink Diversion Safes,"Coca-Cola Can Safe Interior dimensions of safe 1?"" x 3½""",Click Here for Images,10,3.86,3.35,0.7,747670400869,SafetyTechnology,Self Defense
DS-CREAMER,Coffee Mate Creamer ,Diversion Safes,Household Diversion Safes,"Coffee Mate Creamer Diversion Safe Interior dimensions of safe 1¾"" x 5""",Click Here for Images,25.95,16.09,15.57,0.6,747670400913,SafetyTechnology,Self Defense
DS-DRPEPPER,Dr Pepper Diversion Safe,Diversion Safes,Drink Diversion Safes,"DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. Interior dimensions of safe 1 ¼"" x 2 ¼"" x ¾""",Click Here for Images,10,3.86,3.35,0.7,747670400340,SafetyTechnology,Self Defense
DS-ENERGY,RockStar Energy Drink Diversion Safe,Diversion Safes,Drink Diversion Safe,"DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. RockStar Energy Drink Diversion Safe Interior dimensions of safe 4 1/4"" x 1 7/8""",Click Here for Images,24.95,14.59,14.07,1.85,747670401705,SafetyTechnology,Self Defense
DS-ENGINE,Gunk Engine Degreaser ,Diversion Safes,Household Diversion Safes,"Gunk Engine Degreaser Diversion Safe Interior dimensions of safe 1¼"" x 3¾""",Click Here for Images,19.95,13.54,13.02,0.75,747670400876,SafetyTechnology,Self Defense
DS-FLOWER POT,Flower Pot Diversion Safe,Diversion Safes,Household Diversion Safes,"DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. Interior dimensions of safe 1 ¼"" x 2 ¼"" x ¾""",Click Here for Images,31.95,18.74,18.22,1.39,747670400227,SafetyTechnology,Self Defense
DS-GINGER,Canada Dry Ginger Ale Diversion Safe,Diversion Safes,Drink Diversion Safe,"DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. Canada Dry Ginger Ale Diversion Safe Interior dimensions of safe 1 ¼"" x 2 ¼"" x ¾""",Click Here for Images,10,3.82,3.31,0.7,747670401736,SafetyTechnology,Self Defense
DS-HEINEKEN,Heineken Beer Diversion Safe,Diversion Safes,Drink Diversion Safe,"DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. Heineken Beer Diversion Safe Interior dimensions of safe 1 ¼"" x 2 ¼"" x ¾""",Click Here for Images,12,4.85,4.34,0.7,747670401743,SafetyTechnology,Self Defense
DS-JIF,Jif Peanut Butter Diversion Safe,Diversion Safes,Household Diversion Safes,"DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. Jif Peanut Butter Diversion Safe Interior dimensions of safe 4 1/16"" x 2 1/4"" ",Click Here for Images,27.95,15.52,15,0.9,747670401712,SafetyTechnology,Self Defense
DS-LINT,Lint Roller ,Diversion Safes,Household Diversion Safes,"Lint Roller Diversion Safe 1 ½"" x 3½""",Click Here for Images,24.95,16.09,15.57,0.65,747670400692,SafetyTechnology,Self Defense
DS-LQWRENCH,Liquid Wrench,Diversion Safes,Household Diversion Safes,"DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. Interior dimensions of safe 1 ¼"" x 2 ¼"" x ¾""",Click Here for Images,19,11.4,10.88,0.65,747670400296,SafetyTechnology,Self Defense
DS-MAYO,Kraft Mayonnaise Diversion Safe,Diversion Safes,Household Diversion Safes,"DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. Kraft Mayonnaise Diversion Safe Interior dimensions of safe 4 1/16"" x 2 1/4"" ",Click Here for Images,27.95,15.52,15,0.8,747670401729,SafetyTechnology,Self Defense
DS-MORTON,Morton Salt ,Diversion Safes,Household Diversion Safes,"Morton Salt Diversion Safe Interior dimensions of safe 2¼"" x 3""",Click Here for Images,19.95,11.82,11.29,1.1,747670400746,SafetyTechnology,Self Defense
DS-MOTOR,Gunk Motor Flush Diversion Safe,Diversion Safes,Household Diversion Safes,"DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. Gunk Motor Flush Diversion Safe Interior dimensions of safe 3"" x 3 5/8"" ",Click Here for Images,39.95,22.98,22.46,1.1,747670401668,SafetyTechnology,Self Defense
DS-MUG,Plastic Coffee Mug Diversion Safe Black ,Diversion Safes,Household Diversion Safes,"Plastic Coffee Mug Diversion Safe Black Interior dimensions 3 1/2"" x 3""",Click Here for Images,16.95,8.8,8.6,0.55,747670401149,SafetyTechnology,Self Defense
DS-MUGSS,Stainless Steel Coffee Mug Diversion safe ,Diversion Safes,Household Diversion Safes,"Stainless Steel Coffee Mug Diversion safe Interior dimensions 2 1/8"" x 2 1/2""",Click Here for Images,24.95,15.73,15.52,0.8,747670401132,SafetyTechnology,Self Defense
DS-PAINTLG,Gallon Paint Can Diversion Safe,Diversion Safes,Household Diversion Safes,"Gallon Paint Can Diversion Safe. DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. Interior dimensions of safe 3 7/8"" x 6""",Click Here for Images,39.95,24.63,24.12,1.2,747670401545,SafetyTechnology,Self Defense
DS-PAINTSM,Quart Paint Can Diversion Safe,Diversion Safes,Household Diversion Safes,"Quart Paint Can Diversion Safe DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. Interior dimensions of safe 3"" x 3 1/2""",Click Here for Images,31.95,16.18,15.67,0.85,747670401552,SafetyTechnology,Self Defense
DS-PBRBEER,Pabst Blue Ribbon Can Safe ,Diversion Safes,Drink Diversion Safes,"Pabst Blue Ribbon Can Safe Interior Dimensions 1"" x 3 7/8"".",Click Here for Images,12,4.9,4.39,0.7,747670401385,SafetyTechnology,Self Defense
DS-PEANUT BUTTER,Peanut Butter Diversion Safe,Diversion Safes,Household Diversion Safes,"DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. Interior dimensions of safe 1 ¼"" x 2 ¼"" x ¾""",Click Here for Images,17.95,9.64,9.11,0.87,747670400364,SafetyTechnology,Self Defense
DS-PUNCH,Hawaiian Punch Diversion Safe,Diversion Safes,Drink Diversion Safe,"DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. Hawaiian Punch Diversion Safe Interior dimensions of safe 1 ¼"" x 2 ¼"" x ¾""",Click Here for Images,10,3.82,3.31,0.7,747670401750,SafetyTechnology,Self Defense
DS-SPRAY,Spray Bottle ,Diversion Safes,Household Diversion Safes,"Spray Bottle Diversion Safe Interior dimensions of safe 1¾"" x 5¼""",Click Here for Images,21.95,14.31,13.8,0.8,747670400777,SafetyTechnology,Self Defense
DS-SPRITE,Sprite Can Safe,Diversion Safes,Drink Diversion Safes,"Sprite Can Safe Interior dimensions of safe 1?"" x 3½""",Click Here for Images,10,3.86,3.35,0.7,747670400852,SafetyTechnology,Self Defense
DS-STONE,Stone Diversion Safe,Diversion Safes,Household Diversion Safes,"DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. Interior dimensions of safe 1 ¼"" x 2 ¼"" x ¾""",Click Here for Images,9,3.45,2.41,0.29,747670400203,SafetyTechnology,Self Defense
DS-THERMOMETER,Thermometer Diversion Safe,Diversion Safes,Household Diversion Safes,"DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. Interior dimensions of safe 1 ¼"" x 2 ¼"" x ¾""",Click Here for Images,5.95,1.87,1.56,0.2,747670400210,SafetyTechnology,Self Defense
DS-TIRE,Emergency Tire Inflator with Hose Diversion Safe ,Diversion Safes,Household Diversion Safes,"DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. Interior dimensions of safe 1 ¼"" x 2 ¼"" x ¾""",Click Here for Images,21,14.84,14.31,0.85,747670400432,SafetyTechnology,Self Defense
DS-WALL,Wall Socket Diversion Safe,Diversion Safes,Household Diversion Safes,"DIVERSION SAFES - the best place to hide anything is in plain sight. According to the Chicago Crime Commission a burglar spends an average of 8 minutes in the victim's home. Put the odds in your favor by hiding your valuables in plain sight. The diversion safe is a unique home-security product that allows you to discreetly store your valuables in these containers that blend in with other items on your shelves.. We offer a wide variety of personal care household products and food containers with removable tops and bottoms. Each is undistinguishable from the genuine product and is even weighted to feel full. Interior dimensions of safe 1 ¼"" x 2 ¼"" x ¾""",Click Here for Images,10,2.61,2.09,0.41,17874345588,SafetyTechnology,Self Defense
