Item Code,Short Description,Category,Sub Category,Long Description,Image Name,Retail,Under $1000,$1000+,Weight,UPC,Vendor,Type
26762,Taser Camera HD USB Download Kit,Taser,Taser X26P & X2,"The Dataport Download Kit is specifically designed to plug into the TASER X2 or X26P CEW via the battery well and connects to a PC using an available USB port. This cable allows for the upload of firing data from the X2 or X26P CEW to Evidence.com via Online SYNC or the download of the firing data to a local computer via Offline SYNC.
",Click Here for Images,29.99,22.5,22.5,1,796430267624,SafetyTechnology,Self Defense
26764,Taser Camera HD USB Replacement Battery,Taser,Taser X26P & X2,Taser Camera HD USB Replacement Battery Pack.  Works With X26P and X2,Click Here for Images,69.99,59.99,59.99,1,796430267648,SafetyTechnology,Self Defense
26810,Taser X26P HD Camera ,Taser,Taser X26P,The TASER CAM HD recorder was built from the ground up to work with X2 and X26P devices to automatically record superior audio and video of your TASER firings. Inserted in place of your battery the TASER CAM HD is a fully integrated solution; when the device is armed that is the safety switch in the up position the TASER CAM automatically begins recording both audio and video. Not burdening the user in a dangerous situation with the need to turn on a recording device is very important and guarantees there will always be a record of the TASER firing. A fully charged battery will provide enough power for approximately 100 firings of the device and approximately 1 hour of superior video and audio recording. The TASER CAM recorder stores the video and audio records; the X2 and X26P devices store the firing records giving you an unparalleled record of events.,Click Here for Images,649.99,575,575,1,796430268102,SafetyTechnology,Self Defense
30013,Taser Bolt Soft Cover Holster,Taser,Taser Bolt Accessories,Taser Bolt Soft Cover Holster,Click Here for Images,24.99,20,20,0.7,796430300130,SafetyTechnology,Self Defense
34220,Taser 2 Pack Live Replacement Cartridge. ,Taser,Taser M26C & X26P Accessories,"Taser 2 Pack Live Replacement Cartridge. The TASER 15' Replacement Cartridge 2 pack is compatible ONLY with the following products:
TASER M26C and X26c series.",Click Here for Images,69.99,60,60,0.46,796430342208,SafetyTechnology,Self Defense
37215,Taser Bolt Pulse and C2 Replacement Cartridges-Live 2 Pack. ,Taser,Taser Bolt Accessories,"Taser Bolt Pulse and C2 Replacement Cartridges-Live 2 Pack. The replacement cartridges have a 15 foot range.  They are black cartridges that contain a primer gas capsule probes serialized tags and conductive wires. 
Compatible with the following products: 
TASER Bolt Pulse and C2.
",Click Here for Images,69.99,60,60,1.1,79643037215,SafetyTechnology,Self Defense
39009,Taser Bolt and C2 Black Tactical Holster. ,Taser,Taser Bolt Accessories,Taser Bolt black tactical holster. This lightweight yet durable holstering option for TASER Bolt is the perfect choice for active lifestyles.  It can be clipped to clothing a belt purse strap backpack or just about anywhere else. It is an ambidextrous holster. Keep your Bolt secured yet easily accessible. For use with the Bolt and C2 series Taser products only. ,Click Here for Images,39.99,35,35,0.2,796430390094,SafetyTechnology,Self Defense
39011,Taser Bolt/ C2 replacement LPM. ,Taser,Taser Bolt Accessories,Taser Bolt/C2 replacement LPM. Replacement lithium power magazine replacement battery for the Taser Bolt and C2 products only. ,Click Here for Images,39.99,35,35,0.7,796430390117,SafetyTechnology,Self Defense
39027,Taser Bolt/C2 Black Leather Case with white stitching. ,Taser,Taser Bolt Accessories,Taser Bolt/C2 Black Leather Case with white stitching. It has auto-eject capability making it fast to remove from the holster and has a belt clip to easily attach to your belt. For use with the Bolt and C2 series TASER products only. ,Click Here for Images,29.99,26.25,26.25,0.75,796430390278,SafetyTechnology,Self Defense
39059,Taser Pulse Battery Pack,Taser,Taser Pulse Accessories,"A durable lithium power magazine which powers all Pulse devices. This is not a rechargeable battery.


",Click Here for Images,24.99,18.51,18.51,0.7,796430390599,SafetyTechnology,Self Defense
39060,"Taser Bolt with laser LED 2 live cartridges 1 soft holster lithium power magazine(battery pack) and target. 
",Taser,Taser Bolt,"Taser Bolt with laser LED 2 live cartridges 1 soft holster lithium power magazine(battery pack) and target. 
The technologically advanced TASER Bolt is designed specifically with your personal safety needs in mind. Utilizing the same technology as our proven law enforcement models it offers incredible take down power and unparalleled protection right in the palm of your hand. 
You understand that your personal protection game plan requires true knock out power. You also understand that you could find yourself in legal jeopardy by using deadly force. Here’s why a TASER is your best option: Only TASER provides the power to knock out a violent attacker for a full 30 seconds from up to 15 feet away. That gives you plenty of time to escape from a dangerous situation without having to resort to deadly force. That’s right TASER offers the same tools the police use to take down hostile criminals. TASER conducted electrical weapons are not considered firearms and are legal to carry in most states without permits. Restricted from consumer use in MA RI NY NJ HI District of Columbia and certain cities and counties. The buyer is responsible for researching and knowing the applicable state and local laws prior to purchasing possessing transporting or using a TASER CEW.
The training manual includes complete instructions on the safety release how and where to aim and firing your CEW. Put the police-tested and trusted TASER technology in your hands. 
Key features: Knock an attacker out of commission and get away safely…from up to 15 feet use it as a ‘stun gun’ without the cartridge or after the cartridge is fired no license needed to carry openly or concealed  compact enough to fit in your pocket small discreet appearance lightweight and easy to carry 30-second output duration lithium power magazine(battery) provides over 50 applications low intensity light illuminates dark areas for better visibility.
",Click Here for Images,399.99,296.29,296.29,1.85,796430390605,SafetyTechnology,Self Defense
39061,"Taser Pulse with laser LED 2 live cartridges 1 soft holster lithium power magazine(battery pack) and target. 
",Taser,Taser Pulse,"The TASER Pulse. It is a high-tech subcompact weapon with an intuitive concealed carry design that packs the same knock-down punch used by law enforcement around the world. With the TASER Pulse you can reach an attacker from up to 15 feet away immobilize them for 30 seconds giving you time to make a Safe Escape.

Key Features
• Subcompact design with intuitive user interface: The small size and pistol shape provides a familiar discreet carry capability
• Shaved safeties and angled iron sights: For a comfortable conceal carry and prevention of snagging when withdrawing or re-holstering device
• Advanced target acquisition: LASER assisted targeting color contrasting iron sights and powerful LED flashlight to help identify friend or foe
• User replaceable battery: Battery lasts for approximately 50 30-second firings and it features an illuminated battery status indicator light
•Tactile trigger and safety
• 15-foot safety range with back-up stun gun: Immobilize attackers at a safe distance
• Safe Escape Product Replacement Program: If the TASER Pulse is used for self-defense and it is left at the scene TASER will replace the device free of charge
 
What's in the Package
•TASER Pulse
•Replaceable lithium battery
•2 live cartridges
•Conductive target
•Protective soft cover
•Quick start guide 
 
Dimensions
•Length: 5.25""
•Height: 4.75""
•Width: 1.25""
•Weight: 0.5lbs (227g)
",Click Here for Images,399.99,296.29,296.29,1.1,796430390612,SafetyTechnology,Self Defense
39062,Taser Pulse Soft Holster,Taser,Taser Pulse Accessories,Taser Pulse Soft Holster,Click Here for Images,14.99,10.71,10.71,1,796430390629,SafetyTechnology,Self Defense
39063,Taser Pulse Nylon Holster w/Strap,Taser,Taser Pulse Accessories,Taser Pulse Nylon Holster w/Strap,Click Here for Images,19.99,14.28,14.28,1,796430390636,SafetyTechnology,Self Defense
80002,Taser Practice Target,Taser,Taser Accessories,Taser practice target. Can be used will all models of Taser brand products. ,Click Here for Images,4.99,3.75,3.75,0.1,796430800029,SafetyTechnology,Self Defense
80105,Mace Pepper Gun Holster,Mace Pepper Spray,Mace Pepper Gun Accessories,MACE PEPPER GUN Nylon Holster with snap closure and belt loop.,Click Here for Images,19.99,12.88,12.36,0.17,22188801057,SafetyTechnology,Self Defense
80106,Mace Pepper Gun Holster,Mace Pepper Spray,Mace Pepper Gun Accessories,MACE PEPPER GUN Leather Holster with snap closure and belt loop.,Click Here for Images,29.99,20.61,20.1,0.23,22188801064,SafetyTechnology,Self Defense
80108,Mace Pepper Gun Holster Soft Nylon Pink Camo.,Mace Pepper Spray,Mace Pepper Gun Accessories,Mace Pepper Gun Holster Soft Nylon Pink Camo. This is the perfect way to secure and carry a Mace Pepper Gun. This soft nylon case is durable and features a snap closure and belt loop.,Click Here for Images,19.99,12.73,12.53,0.3,22188801088,SafetyTechnology,Self Defense
80112,Mace® Police Model,Mace Pepper Spray,Mace Triple Action,"MACE TRIPLE-ACTION combines OC PEPPER with CN TEAR GAS along with a UV MARKING DYE. OC PEPPER causes eyes to slam shut and uncontrollable coughing and choking. CN TEAR GAS causes profuse tearing an intense burning sensation to the face and disorientation. UV DYE marks the assailant and may aid in identification once apprehended.

Same size model used by law enforcement personnel. Features flip-top safety cap finger-grip dispenser belt clip and keychain. 18 gram unit sprays 8-12 feet. Contains 10 one second bursts.",Click Here for Images,19.95,11.5,10.98,0.29,22188801125,SafetyTechnology,Self Defense
80116,Mace Jammer Door Brace,Home Protection,Home Protection,"This secondary locking device for doors provides an added measure of security to protect your home from unwanted entry.
• This adjustable door brace is designed especially for the traveler.
• The unique tri-tube design allows the unit to compact to a small 24"" overall length which easily fits into most suitcases. Extends to 46""
• Constructed from strong 20 gauge steel the clean baked enamel finish is attractive for indoor use.
• The jammer installs easily under the door knob to prevent the door from being opened.
• Adjusts to fit most hinged doors and works to secure sliding glass doors by removing the end caps",Click Here for Images,29.99,17.11,16.59,2.35,22188801163,SafetyTechnology,Self Defense
80136,Mace® Personal Model,Mace Pepper Spray,Mace Triple Action,Belt clip makes this unit ideal to use while walking or running. Features flip-top safety cap finger-grip dispenser belt clip and keychain. 17 gram unit sprays 8-12 feet. Contains 10 one second bursts.,Click Here for Images,17.95,9.54,9.02,0.17,22188801361,SafetyTechnology,Self Defense
80141,Mace® Pocket Model Triple Action,Mace Pepper Spray,Mace Triple Action,"MACE TRIPLE-ACTION combines OC PEPPER with CN TEAR GAS along with a UV MARKING DYE. OC PEPPER causes eyes to slam shut and uncontrollable coughing and choking. CN TEAR GAS causes profuse tearing an intense burning sensation to the face and disorientation. UV DYE marks the assailant and may aid in identification once apprehended.

Compact size fits comfortably in woman's hand. Finger-grip dispenser correctly orients the unit even in the dark. Features flip-top safety cap and keychain. 11 gram unit sprays 6-12 feet. Contains 5 one second bursts.",Click Here for Images,15.95,9.12,8.61,0.12,22188801415,SafetyTechnology,Self Defense
80145,Mace® Screecher Alarm,Personal Alarms,Mace Alarms,"The Mace™ SCREECHER AEROSOL ALARM emits an ""ear-piercing"" blast readily recognized as an emergency call for help. Its high-pitched shriek can be heard up to 1/4 mile away. Convenient size for pocket or purse. 10 gram unit has a push-top activator. Contains approximately 30 short blasts. ",Click Here for Images,9.95,5.67,5.15,0.17,22188801453,SafetyTechnology,Self Defense
80146,Mace™ Canine Repellent,Animal Repellent,Mace Animal Repellent,"EPA approved Mace™ Muzzle provides safe effective and humane protection against canine attack. Ideal protection for walkers joggers cyclists or delivery people.

- Features flip-top safety cap finger-grip dispenser belt clip and keychain.
- 17 gram unit sprays up to 10 feet.
- Contains 10 one second bursts.",Click Here for Images,16.95,8.81,8.3,0.17,22188801460,SafetyTechnology,Self Defense
80153,Mace® Personal Model,Mace Pepper Spray,Mace Pepper Guard,"MACE 10% PEPPER GUARD is a superior formula of high-grade OC pepper designed to make the eyes slam shut causes uncontrollable coughing and choking plus a painful burning sensation.
Ideal for outdoor activities including walking or running. It's small for quick access. Features flip-top safety cap finger-grip dispenser and keychain. 17 gram unit sprays 8-12 feet. Contains 10 one second bursts.",Click Here for Images,16.95,9.27,8.76,0.23,22188801538,SafetyTechnology,Self Defense
80170,Mace® Police Model,Mace Pepper Spray,Mace Pepper Guard,"MACE 10% PEPPER GUARD is a superior formula of high-grade OC pepper designed to make the eyes slam shut causes uncontrollable coughing and choking plus a painful burning sensation.

Same size model used by law enforcement personnel. Ideal for auto or home use. Features flip-top safety cap finger-grip dispenser belt clip and keychain. 17 gram unit sprays 8-12 feet. Contains 10 one second bursts.",Click Here for Images,19.95,10.05,9.54,0.17,22188801705,SafetyTechnology,Self Defense
80171,Mace® Pocket Model 10%,Mace Pepper Spray,Mace Pepper Guard,"MACE 10% PEPPER GUARD is a superior formula of high-grade OC pepper designed to make the eyes slam shut causes uncontrollable coughing and choking plus a painful burning sensation.

Easy aim feature makes this model ideal for emergency use. Compact design and finger-grip dispenser fit comfortably in woman's hand. 15 gram unit sprays 6-12 feet. Contains 5 one second bursts.",Click Here for Images,14.95,8.61,8.09,0.17,22188801712,SafetyTechnology,Self Defense
80184,Mace® Leather Plus Model,Mace Pepper Spray,Mace Pepper Guard,"MACE 10% PEPPER GUARD is a superior formula of high-grade OC pepper designed to make the eyes slam shut causes uncontrollable coughing and choking plus a painful burning sensation.

Attractive Leather Plus model fits easily in pocket or purse. Features glow-in-the-dark locking safety cap and keychain. 15 gram unit sprays up to 10 feet. Contains 5 one second bursts.",Click Here for Images,12.95,6.7,6.18,0.29,22188801842,SafetyTechnology,Self Defense
80195,Mace® Fogger Model,Mace Pepper Spray,Mace Triple Action,Designed for use in home or automobile. Compact powerful model features flip-top safety cap. 60 gram unit full cone fogger sprays up to 8 feet. Contains 18 one second bursts.,Click Here for Images,21.95,10.77,10.25,0.29,22188801958,SafetyTechnology,Self Defense
80196,Mace® Home Model,Mace Pepper Spray,Mace Triple Action,High powered model is ideal for home dormitories and RV's. Our largest unit features flip-top safety cap. 120 gram unit full cone fogger sprays up to 8 feet. Contains 38 one second bursts.,Click Here for Images,24.95,11.33,10.82,0.41,22188801965,SafetyTechnology,Self Defense
80245,Mace® 10% Pepper Foam,Mace Pepper Spray,Mace Pepper Foam,"Revolutionary MACE 10% PEPPER FOAM that contains 10% pepper and foam to produce a powerful deterrent against attack. The thick foam covers an assailant's face making it difficult to see. When the attacker attempts to wipe away the foam the pepper is ground into the face and eyes. Also includes UV dye.

Available in 2 sizes:

LARGE MODEL PEPPER FOAM - Convenient size for carrying. Compact powerful model features flip-top safety cap. 67 gram unit sprays 8-10 feet. Contains 5 one second bursts.",Click Here for Images,19.95,11.5,10.98,0.29,22188802450,SafetyTechnology,Self Defense
80246,Mace® Pepper Foam MAGNUM MODEL,Mace Pepper Spray,Mace Pepper Foam,"Revolutionary MACE 10% PEPPER FOAM that contains 10% pepper and foam to produce a powerful deterrent against attack. The thick foam covers an assailant's face making it difficult to see. When the attacker attempts to wipe away the foam the pepper is ground into the face and eyes. Also includes UV dye.

Available in 2 sizes:

MAGNUM MODEL PEPPER FOAM - The ultimate in home or auto protection. High powered model features flip-top safety cap. 115 gram unit sprays 8-10 feet. Contains 8 one second bursts.",Click Here for Images,22.95,13.39,12.88,0.52,22188802467,SafetyTechnology,Self Defense
80269,Mace® Pepper Gel LARGE MODEL,Mace Pepper Spray,Mace Pepper Gel,"MACE PEPPER GEL is a (Patent Pending) formulation of pepper spray which is suspended in Gel instead of a liquid stream. This Pepper Gel formulation results in several advantages: Longer Distance - Stronger Pepper - Non-Flammable - Sticks Like Glue - Less Contaminating

Available in 2 sizes

LARGE MODEL PEPPER GEL Unit Size: 45 Gram Fire-Rate: 7 one second bursts Effective Range:18 feet Flip-top safety cap to prevent accidental spraying.",Click Here for Images,19.95,12.36,11.85,0.75,22188802696,SafetyTechnology,Self Defense
80270,Mace® Pepper Gel Magnum Model,Mace Pepper Spray,Mace Pepper Gel,"MACE PEPPER GEL is a (Patent Pending) formulation of pepper spray which is suspended in Gel instead of a liquid stream. This Pepper Gel formulation results in several advantages: Longer Distance - Stronger Pepper - Non-Flammable - Sticks Like Glue - Less Contaminating

Available in 2 sizes

MAGNUM MODEL PEPPER GEL Unit Size: 79 Gram Fire-Rate: 13 one second bursts Effective Range:18 feet Flip-top safety cap to prevent accidental spraying.",Click Here for Images,21.95,13.65,13.13,0.87,22188802702,SafetyTechnology,Self Defense
80271,10% Mace Pepper Gel Maritime Spray,Mace Pepper Spray,Mace Pepper Gel,PEPPER GEL MARITIME is an ideal product for personal defense on boats – whether on the water or docked at a marina – because the thick formula limits the chance of it blowing back or away from the assailant in windy conditions. The Mace Pepper Gel Maritime defense contains 330 grams and empties in 6 seconds with an effective range of up to 25 feet. This model features a pistol grip handle with safety pin that prevents accidental discharge.,Click Here for Images,59.95,43.95,40.65,1.35,22188802719,SafetyTechnology,Self Defense
80272,Mace Pepper Gel Distance Defense Spray Magnum-9 model ,Mace Pepper Spray,Mace Pepper Gel,Mace Pepper Gel Distance Defense Sprays combine the Maximum Strength Formula of OC Pepper and invisible UV marking dye with the added sticking power of Mace Gel Stream Technology. This Ultimate Pepper Gel Formula outperforms conventional pepper sprays by delivering extreme stopping power that blindfolds an attacker with reduced blow back from wind. Mace Pepper Gel is offered in three sizes for delivering a targeted stream of Ultimate Pepper Gel Formula up to 25 feet! You can safely DEFEND YOURSELF in a threatening situation with the effective power of Mace Ultimate Pepper Gel Formula… 10% OC Pepper invisible UV marking dye that can help police identify your assailant and Gel Stream Technology that sticks for prolonged immobilization of attackers. Just spray and get away! ,Click Here for Images,59.95,45.85,43.79,1.5,22188802726,SafetyTechnology,Self Defense
80328,The Pepper Spray Jogger model is ideal for sports and outdoor activities such as running or hiking.,Mace Pepper Spray,Mace Pepper Guard,"You can carry it on your key-chain fasten it in the hand with the Velcro-like strap.
",Click Here for Images,18.95,11.18,10.67,0.3,22188803280,SafetyTechnology,Self Defense
80329,The Pepper Spray Jogger model is ideal for sports and outdoor activities such as running or hiking.,Mace Pepper Spray,Mace Pepper Guard,You can carry it on your key-chain fasten it in the hand with the Velcro-like strap. 18 gram unit range of 12 feet and contains 20 short burst,Click Here for Images,18.95,11.8,10.77,0.3,22188803297,SafetyTechnology,Self Defense
80346,Mace™ Bearspray 260 grams,Animal Repellent,Mace Animal Repellent,"Great news for true outdoor enthusiasts! Now you can protect yourself against possible bear attacks with safe humane Pepper Mace™ Bear Spray.

This powerful Magnum Fogger sprays up to 30 feet! Empty in approximately 5.4 seconds.

Contains 260 grams and measures 8-3/4"" x 2""",Click Here for Images,49.95,28.13,27.61,0.87,22188803464,SafetyTechnology,Self Defense
80347,Mace® Personal Model Hot Pink 10% Pepper Spray,Mace Pepper Spray,Mace Pepper Guard,"MACE 10% PEPPERGARD is a superior formula of high-grade OC pepper designed to make the eyes slam shut causes uncontrollable coughing and choking plus a painful burning sensation.

A Personal Model now available in Hot Pink. The convenient size makes it ideal to store in a purse or carry while walking or running. Features flip-top safety cap finger grip dispenser and key chain. 18 gram unit sprays 8-12 feet. Contains 10 one-second bursts.",Click Here for Images,18.95,11.08,10.67,0.17,22188803471,SafetyTechnology,Self Defense
80349,Mace Hot Pink Pepper Spray Purse model,Mace Pepper Spray,Mace Pepper Guard,Pink just got Hotter! Mace Hot Pink Pepper Sprays come in a wide variety of models for those who prefer to carry their choice of personal defense in stylish pink. Carry this Hot Pink Purse model with you as a discreet Pepper Spray when going out or for everyday protection in your purse. You can safely DEFEND YOURSELF in a threatening situation with the effective power of Mace Maximum Strength Formula… 10% OC Pepper. 10 foot range just spray and get away! ,Click Here for Images,14.99,9.54,9.02,0.2,22188803495,SafetyTechnology,Self Defense
80352,Mace Pepper Spray Night Defender MK-III Light               ,Mace Pepper Spray,Mace Pepper Gel,PEPPER GEL NIGHT DEFENDER has a built-in bright LED Light (33 lux at 1m). The light activates when the cap is lifted. When you hold the unit in the ready position with your thumb placed on the actuator the light illuminates the area. This model is great for indoors or outdoors at night or areas with low-light. It contains 45 grams and sprays up to 10 to 20 short bursts with an effective range of up to 18 feet.,Click Here for Images,29.95,19.99,18.49,0.3,22188803525,SafetyTechnology,Self Defense
80353,Mace Hot Pink Pepper Spray Pocket model,Mace Pepper Spray,Mace Pepper Guard,Pink just got Hotter! Mace Hot Pink Pepper Sprays come in a wide variety of models for those who prefer to carry their choice of personal defense in stylish pink. This Hot Pink Pocket model features the original Mace Flip & Grip design for safe and fumble-free defense. The flip-top safety cap prevents accidental discharge while the finger grip dispenser makes it easy to aim. Additionally its compact size and key chain make it ideal to keep with your keys or quickly tuck into a pocket or purse before going out. You can safely DEFEND YOURSELF in a threatening situation with the effective power of Mace Maximum Strength Formula… 10% OC Pepper with invisible UV marking dye that can help police identify your attacker. Just spray and get away! ,Click Here for Images,16.95,9.22,8.71,0.2,22188803532,SafetyTechnology,Self Defense
80361,Mace® Pepper Batons Refill,Mace Pepper Spray,Mace Pepper Batons,Refill for The MACE PEPPER BATON. Pepper Mace fogger sprays up to 5 feet. Four gram unit contains 3 one second bursts.,Click Here for Images,9.99,7.43,6.91,0.06,22188803617,SafetyTechnology,Self Defense
80365,The Mace Keyguard® Pink Color,Mace Pepper Spray,Mace Pepper Guard,"The Mace Keyguard® is approximately 3” long the compact design makes it convenient to carry and perfect for you if you are on the go . It includes a key ring that can be easily attached to your house office or car keys! This model also features a hinged safety cap that flips open to reveal the actuator button and an orientation tab that allows you to feel when the unit is properly aimed. 
The Mace Keyguard® is a 3 gram unit that contains approximately 6 short bursts with an effective range up to 5 feet. It is available in Pink (80365) or Black (80366)",Click Here for Images,18.95,10.25,9.74,0.25,22188803655,SafetyTechnology,Self Defense
80366,The Mace Keyguard® Black Color,Mace Pepper Spray,Mace Pepper Guard,"The Mace Keyguard® is approximately 3” long the compact design makes it convenient to carry and perfect for you if you are on the go . It includes a key ring that can be easily attached to your house office or car keys! This model also features a hinged safety cap that flips open to reveal the actuator button and an orientation tab that allows you to feel when the unit is properly aimed. 
The Mace Keyguard® is a 3 gram unit that contains approximately 6 short bursts with an effective range up to 5 feet. It is available in Pink (80365) or Black (80366)",Click Here for Images,18.95,10.25,9.74,0.25,22188803662,SafetyTechnology,Self Defense
80380,Mace® Pepper Spray Leatherette Holster - Black,Mace Pepper Spray,Mace Pepper Guard,Attractive MACE PEPPER SPRAY LEATHERETTE MODELS fit easily in a pocket or purse. Features glow-in-the-dark locking safety cap and key ring. 11 gram stream unit sprays up to 10 feet. Contains 5 one second bursts. Includes key ring.,Click Here for Images,12.95,6.03,5.52,0.23,22188803808,SafetyTechnology,Self Defense
80381,Mace® Pepper Spray Leatherette Holster - Black,Mace Pepper Spray,Mace Pepper Guard,Attractive MACE PEPPER SPRAY LEATHERETTE MODELS fit easily in a pocket or purse. Features glow-in-the-dark locking safety cap and key ring. 11 gram stream unit sprays up to 10 feet. Contains 5 one second bursts. Includes key ring.,Click Here for Images,12.95,6.03,5.52,0.23,22188803815,SafetyTechnology,Self Defense
80387,Mace KeyGuard Pepper Spray Soft Case Pink Camo model,Mace Pepper Spray,Mace Pepper Guard,"Mace KeyGuard Pepper Spray Soft Nylon Case Pink Camo model. These pepper sprays contain oleoresin capsicum – a naturally occurring substance derived from cayenne peppers that creates an intense burning sensation to the skin eyes and throat and causes an attacker’s eyes to slam shut upon direct contact. This formula also contains an invisible UV dye which marks the assailant and may aid in identification. The soft nylon case is great if you are on-the-go. The pepper spray comes in a nylon pouch that has a snap closure and key ring so it’s convenient to carry. The glow in the dark locking safety cap makes it easy to use at night! 10% Pepper Spray Stream Weight 11 grams Dimensions 4.5"" x 1.5"" x 1.5"" 10' range 5 Bursts.
",Click Here for Images,10.99,6.45,6.24,0.25,22188803877,SafetyTechnology,Self Defense
80390,Mace® Pepper Spray Hard Case - Red,Mace Pepper Spray,Mace Pepper Guard,Attractive MACE PEPPER SPRAY HARD CASE MODELS fit easily in a pocket or purse. Features glow-in-the-dark locking safety cap and key ring. 11 gram stream unit sprays up to 10 feet. Contains 5 one second bursts. Available in five fashionable colors: red black blue purple and green. Includes key ring.,Click Here for Images,14.95,6.86,6.35,0.23,22188803907,SafetyTechnology,Self Defense
80391,Mace® Pepper Spray Hard Case - Black,Mace Pepper Spray,Mace Pepper Guard,Attractive MACE PEPPER SPRAY HARD CASE MODELS fit easily in a pocket or purse. Features glow-in-the-dark locking safety cap and key ring. 11 gram stream unit sprays up to 10 feet. Contains 5 one second bursts. Available in five fashionable colors: red black blue purple and green. Includes key ring.,Click Here for Images,14.95,6.86,6.35,0.23,22188803914,SafetyTechnology,Self Defense
80393,Mace® Pepper Spray Hard Case - Purple,Mace Pepper Spray,Mace Pepper Guard,Attractive MACE PEPPER SPRAY HARD CASE MODELS fit easily in a pocket or purse. Features glow-in-the-dark locking safety cap and key ring. 11 gram stream unit sprays up to 10 feet. Contains 5 one second bursts. Available in five fashionable colors: red black blue purple and green. Includes key ring.,Click Here for Images,14.95,6.86,6.35,0.23,22188803938,SafetyTechnology,Self Defense
80395,Mace Pepper Gard Red Pepper Spray Purse model,Mace Pepper Spray,Mace Pepper Guard,"Mace Pepper Gard Red Pepper Spray Purse model. Where fashion meets safety and security! Carry this Red Purse model with you as a discreet Pepper Spray when going out or for everyday protection in your purse. You can safely DEFEND YOURSELF in a threatening situation with the effective power of Mace Maximum Strength Formula 10% OC Pepper Stream plus UV Dye Weight 17 grams Dimensions 4"" h x 1"" 10 foot range 5 Bursts. Just spray and get away!",Click Here for Images,14.99,9.49,9.27,0.25,22188803952,SafetyTechnology,Self Defense
